2456575.671	0.02512	0.05321
2456575.671	-0.06488	0.09815
2456575.672	-0.00288	0.0797
2456575.673	-0.12088	0.1
2456575.673	0.02612	0.08038
2456575.674	-0.05088	0.09651
2456575.674	-0.01088	0.10307
2456575.675	0.05612	0.08906
2456575.675	-0.09888	0.09889
2456575.676	0.04212	0.1054
2456575.676	0.05212	0.06647
2456575.677	-0.02888	0.08498
2456575.677	0.10912	0.08877
2456575.678	-0.12188	0.08141
2456575.678	-0.02688	0.09544
2456575.679	0.03212	0.0747
2456575.679	-0.08988	0.07711
2456575.68	0.01212	0.09174
2456575.68	0.05012	0.10128
2456575.681	-0.08988	0.08806
2456575.681	0.08212	0.09658
2456575.682	-0.04188	0.08924
2456575.683	-0.06288	0.0922
2456575.684	0.01412	0.08116
2456575.684	0.04612	0.10697
2456575.685	-0.09188	0.07566
2456575.685	0.08212	0.1045
2456575.686	-0.02088	0.07897
2456575.686	0.01312	0.08849
2456575.687	0.04012	0.08547
2456575.687	-0.12488	0.09189
2456575.688	0.04412	0.10285
2456575.688	-0.01788	0.07075
2456575.689	-0.05188	0.09521
2456575.689	0.06012	0.10021
2456575.69	-0.02588	0.06992
2456575.69	0.09812	0.08202
2456575.691	0.10512	0.0708
2456575.691	-0.09088	0.10433
2456575.692	-0.00888	0.09084
2456575.692	0.01612	0.1
2456575.693	-0.06288	0.09656
2456575.693	0.08112	0.07783
2456575.694	-0.04788	0.08952
2456575.694	0.09412	0.08447
2456575.695	0.05212	0.1
2456575.695	-0.06388	0.1
2456575.696	0.09612	0.1
2456575.696	0.02412	0.07991
2456575.697	-0.07888	0.07572
2456575.697	0.11612	0.08748
2456575.698	-0.02688	0.07365
2456575.698	0.07312	0.1
2456575.699	0.04012	0.09326
2456575.699	-0.07188	0.1
2456575.699	0.09112	0.07517
2456575.7	-0.00788	0.10036
2456575.7	-0.03688	0.1
2456575.701	0.12312	0.08847
2456575.701	-0.03588	0.08833
2456575.702	0.05112	0.07128
2456575.702	0.00212	0.09688
2456575.703	-0.06988	0.07885
2456575.703	0.04312	0.07935
2456575.704	-0.09388	0.06181
2456575.704	-0.06988	0.07436
2456575.705	0.01712	0.08599
2456575.639	-0.11008	0.1
2456575.639	0.10792	0.07906
2456575.64	-0.14758	0.1
2456575.64	0.07192	0.08834
2456575.641	-0.00958	0.07896
2456575.641	-0.09458	0.10377
2456575.642	0.40192	0.05998
2456575.642	-0.11608	0.0925
2456575.643	-0.09308	0.09201
2456575.643	0.07942	0.1
2456575.644	-0.09358	0.05599
2456575.644	0.02942	0.06845
2456575.645	0.02592	0.1
2456575.645	-0.06458	0.09074
2456575.646	0.06542	0.09194
2456575.646	-0.09958	0.03883
2456575.647	0.00392	0.09844
2456575.647	0.03642	0.09738
2456575.648	-0.04108	0.09387
2456575.648	0.08442	0.07032
2456575.649	-0.02458	0.1
2456575.649	-0.09108	0.06411
2456575.65	0.06292	0.1
2456575.65	-0.07858	0.1
2456575.651	-0.01008	0.09007
2456575.651	0.02842	0.06326
2456575.652	-0.05458	0.1
2456575.652	0.07992	0.07723
2456575.653	-0.04308	0.07855
2456575.653	-0.08108	0.1
2456575.654	0.09742	0.07585
2456575.654	-0.06958	0.1
2456575.655	-0.01908	0.07394
2456575.655	0.05692	0.07543
2456575.656	-0.10008	0.07347
2456575.656	0.10042	0.1
2456575.657	-0.00658	0.09277
2456575.657	-0.07408	0.09761
2456575.658	0.11642	0.09813
2456575.658	-0.04558	0.09074
2456575.659	-0.07758	0.09285
2456575.659	0.08992	0.09751
2456575.66	-0.05308	0.09214
2456575.66	0.14742	0.1
2456575.661	0.03342	0.0403
2456575.661	-0.07758	0.09225
2456575.661	0.08292	0.09009
2456575.662	-0.05108	0.07355
2456575.662	0.05292	0.1
2456575.663	0.09142	0.0611
2456575.663	-0.08908	0.08251
2456575.664	0.10992	0.07543
2456575.664	0.02742	0.07572
2456575.665	-0.08108	0.1
2456575.665	0.13342	0.0671
2456575.666	-0.07758	0.09754
2456575.666	-0.03758	0.07463
2456575.667	0.06742	0.08519
2456575.667	-0.11758	0.09233
2456575.668	0.03742	0.09266
2456575.668	-0.01158	0.1
2456575.669	-0.08108	0.1
