Designation (and name)	Prov	. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2011	UJ21	0.705	1.239	0.03073	23.8	20131104	317.8	117.7	30.2	27.8	0.275	0.972	(  9d)	MPO210179	2011 UJ21	2011 10 20  703  Catalina Sky Survey
	2011	UG21	0.424	1.45	0.129	19.4	20131104	336.6	82.4	86.6	14.6	0.547	0.937	2	MPO239884	2011 UG21	2011 10 19  E12  Siding Spring Survey
	2011	UD21	0.949	1.009	0.00345	28.5	20131104	190.7	209.7	22.4	1.1	0.03	0.979	( 37d)	MPO215202	2011 UD21	2011 10 18  G96
	2011	TX8	0.263	1.558	0.01301	21.8	20131104	61.1	313.3	207.9	6	0.711	0.911	( 17d)	MPO210146	2011 TX8	2011 10 06  G96  Mt. Lemmon Survey
	2011	TK5	0.484	1.224	0.11571	22.8	20131104	85.7	348.9	186.1	12.6	0.433	0.854	( 24d)	MPO218113	2011 TK5	2011 10 03  G96  Mt. Lemmon Survey
	2011	TG2	0.434	1.354	0.05098	20.4	20131104	252.3	218.6	13	21.1	0.515	0.894	2	MPO243516	2011 TG2	2011 10 03  703  Catalina Sky Survey
	2011	TO	0.667	1.185	0.00046	26.3	20131104	221	57.3	185.4	2.2	0.28	0.926	2	MPO249993	2011 TO	2011 10 01  704  LINEAR
	2011	SM5	0.602	1.268	0.25067	23.5	20131104	303.9	183.7	352.4	23.7	0.356	0.935	(  1d)	MPO207932	2011 SM5	2011 09 18  G96  Mt. Lemmon Survey
	2011	OB57	0.721	1.182	0.02367	26	20131104	287.2	223.7	296.3	4.9	0.243	0.952	( 28d)	MPO205913	2011 OB57	2011 07 22  F51  Pan-STARRS 1
	2011	OB	0.43	1.378	0.01078	19.3	20131104	318.9	48.9	106.3	27.7	0.524	0.904	3	MPO242000	2011 OB	2011 07 20  E12  Siding Spring Survey
	2011	KY15	0.258	1.04	0.01518	24.1	20131104	48	185.8	242.9	16.8	0.602	0.649	(  6d)	MPO200090	2011 KY15	2011 05 27  704  LINEAR
	2011	KB	0.538	1.152	0.00606	25.1	20131104	182.1	216.5	233.7	4.8	0.364	0.845	( 11d)	MPO200072	2011 KB	2011 05 21  G96  Mt. Lemmon Survey
	2011	JM5	0.627	1.121	0.00549	26.3	20131104	136.9	32.3	52.2	1.6	0.282	0.874	(  7d)	MPO198776	2011 JM5	2011 05 05  704  LINEAR
	2011	HN5	0.695	1.142	0.03804	25.1	20131104	89.2	201.4	223.3	4	0.243	0.918	( 14d)	MPO198711	2011 HN5	2011 04 27  G96  Mt. Lemmon Survey
	2011	HS4	0.3	1.576	0.00616	20.9	20131104	9.8	314.2	117.6	5.5	0.68	0.938	4	MPO266938	2011 HS4	2011 04 26  G96  Mt. Lemmon Survey
	2011	HR4	0.705	1.12	0.07924	24.5	20131104	138.3	350.4	47.4	8.2	0.227	0.913	(  1d)	MPO198710	2011 HR4	2011 04 26  G96  Mt. Lemmon Survey
	2011	GC62	0.788	1.153	0.02056	23.6	20131104	144.4	118.5	202.5	18.6	0.188	0.97	( 10d)	MPO199014	2011 GC62	2011 04 11  704  LINEAR
	2011	GP59	0.645	1.093	0.00176	24.3	20131104	299.5	319.2	24.4	8.5	0.258	0.869	(  7d)	MPO201151	2011 GP59	2011 04 08  J75
	2011	GP44	0.459	1.121	0.04487	24.4	20131104	22.6	193.1	201.9	7.7	0.419	0.79	(  8d)	MPO199012	2011 GP44	2011 04 05  G96  Mt. Lemmon Survey
	2011	GM44	0.376	1.187	0.02489	19.7	20131104	4.6	37.5	10.8	49.3	0.519	0.782	( 27d)	MPO199012	2011 GM44	2011 04 05  E12  Siding Spring Survey
	2011	GL44	0.424	1.368	0.11642	20.5	20131104	201.7	335	38.8	20.1	0.526	0.896	2	MPO233324	2011 GL44	2011 04 05  703  Catalina Sky Survey
	2011	GK44	0.691	1.035	0.02173	25.6	20131104	276.7	344.8	18.7	15.3	0.199	0.863	(  6d)	MPO199012	2011 GK44	2011 04 05  703  Catalina Sky Survey
	2011	GF3	0.378	1.287	0.16191	22.4	20131104	338.3	178.1	183.7	15.8	0.546	0.832	(  9d)	MPO196485	2011 GF3	2011 04 02  F51  Pan-STARRS 1
	2011	GE3	0.575	1.053	0.0138	26	20131104	334.4	20.8	13.5	6.2	0.293	0.814	( 11d)	MPO199011	2011 GE3	2011 04 02  704  LINEAR
	2011	FQ6	0.635	1.325	0.00022	27.7	20131104	324.2	246.4	183.2	5.1	0.352	0.98	(  3d)	MPO196438	2011 FQ6	2011 03 27  G96  Mt. Lemmon Survey
	2011	FK1	0.719	1.126	0.07	23.7	20131104	210.3	330.5	359.7	13.1	0.221	0.923	( 19d)	MPO196429	2011 FK1	2011 03 25  703  Catalina Sky Survey
	2011	ER74	0.63	1.048	0.03673	24.2	20131104	7	164.9	169.4	12.4	0.249	0.839	(  1d)	MPO193856	2011 ER74	2011 03 14  703  Catalina Sky Survey
	2011	EB74	0.793	1.104	0.00199	26.9	20131104	209.3	295.6	355.9	10.5	0.164	0.949	(  0d)	MPO193856	2011 EB74	2011 03 15  703  Catalina Sky Survey
	2011	EP51	0.574	1.083	0.025	24.8	20131104	42.2	169.6	160.2	3.4	0.307	0.828	(  2d)	MPO196822	2011 EP51	2011 03 12  G96  Mt. Lemmon Survey
	2011	EK47	0.66	1.164	0.03611	23.9	20131104	146	44	334.9	10.7	0.276	0.912	(  1d)	MPO193854	2011 EK47	2011 03 11  G96  Mt. Lemmon Survey
	2011	EE41	0.76	1.094	0.08382	24.3	20131104	160.4	350.1	4.8	10.4	0.18	0.927	(  1d)	MPO193854	2011 EE41	2011 03 10  G96  Mt. Lemmon Survey
	2011	EH17	0.25	1.212	0.00729	24.6	20131104	196.8	35.9	333.2	3	0.658	0.731	(  3d)	MPO196819	2011 EH17	2011 03 06  703  Catalina Sky Survey
	2011	EB12	0.758	1.206	0.21005	21.3	20131104	84.8	355.3	346.3	30.5	0.228	0.982	3	MPO258397	2011 EB12	2011 03 05  703  Catalina Sky Survey
	2011	EX4	0.622	1.09	0.00371	24.5	20131104	267	218.9	153.3	3	0.274	0.856	( 24d)	MPO196818	2011 EX4	2011 03 02  704  LINEAR
	2011	EK	0.749	1.044	0.05263	22.4	20131104	252.2	178.2	155.4	8.7	0.165	0.897	( 28d)	MPO196818	2011 EK	2011 03 01  703  Catalina Sky Survey
	2011	DW	0.609	1.071	0.03254	23	20131104	40.9	152.7	159.6	25.1	0.275	0.84	( 10d)	MPO196815	2011 DW	2011 02 23  E12  Siding Spring Survey
	2011	DV	0.909	1.004	0.0043	20.6	20131104	88.8	350.7	35.2	10.6	0.05	0.957	2	MPO222943	2011 DV	2011 02 22  691  Spacewatch
	2011	DP	0.313	1.305	0.12079	22.4	20131104	16.6	199	153.1	26.5	0.613	0.809	(  1d)	MPO193822	2011 DP	2011 02 23  703  Catalina Sky Survey
	2011	CG66	0.615	1.343	0.00075	25.9	20131104	18.1	246.3	131.5	3	0.372	0.979	(  0d)	MPO243488	2011 CG66	2011 02 13  G96  Mt. Lemmon Survey
	2011	CD66	0.395	1.005	0.01515	26.9	20131104	50.7	359.1	326.2	6.7	0.436	0.7	(  2d)	MPO192289	2011 CD66	2011 02 13  G96  Mt. Lemmon Survey
	2011	CL50	0.758	1.015	0.00213	27.6	20131104	297.3	289.5	17.5	0.2	0.145	0.887	(  8d)	MPO194139	2011 CL50	2011 02 12  G96  Mt. Lemmon Survey
	2011	CK50	0.591	1.16	0.05133	24.1	20131104	322.9	176.8	133.8	4.2	0.325	0.875	(  1d)	MPO192289	2011 CK50	2011 02 12  G96  Mt. Lemmon Survey
	2011	CH22	0.643	1.051	0.00114	28.7	20110208	129.5	26.8	324.9	0.3	0.241	0.847	(  0d)	MPO192666	2011 CH22	2011 02 07  G96  Mt. Lemmon Survey
	2011	CP4	0.118	1.705	0.01886	21.2	20131104	296	159.9	148	9.4	0.87	0.911	4	MPO265010	2011 CP4	2011 02 02  F51  Pan-STARRS 1
	2011	CQ1	0.664	1.009	0.00082	32.1	20131104	68.1	335.4	315.3	5.2	0.206	0.837	(  1d)	MPO192281	2011 CQ1	2011 02 04  703  Catalina Sky Survey
	2011	BQ50	0.857	1.044	0.00528	28	20131104	207	1.3	281	0.4	0.098	0.95	( 12d)	MPO192280	2011 BQ50	2011 01 30  F51  Pan-STARRS 1
	2011	BR15	0.632	1.116	0.05894	19.8	20131104	341.5	72.1	216.9	10.2	0.277	0.874	( 62d)	MPO196801	2011 BR15	2011 01 25  E12  Siding Spring Survey
	2011	AX22	0.642	1.293	0.00119	24.7	20131104	69.2	291.2	57.8	0.7	0.337	0.967	2	MPO222942	2011 AX22	2011 01 10  703  Catalina Sky Survey
	2011	AE3	0.87	1.06	0.00031	28	20131104	90.9	73.5	282.6	5	0.098	0.965	(  0d)	MPO243483	2011 AE3	2011 01 04  703  Catalina Sky Survey
	2011	AC3	0.496	1.478	0.04642	22.4	20131104	246.5	307.8	284.8	23.3	0.498	0.987	2	MPO216184	2011 AC3	2011 01 04  G96  Mt. Lemmon Survey
	2011	AB3	0.791	1.144	0.05688	23.5	20131104	225.8	138.2	105.7	7.3	0.183	0.967	( 21d)	MPO192645	2011 AB3	2011 01 03  106
	2010	YR	0.776	1.163	0.01432	23.9	20131104	266.9	290.6	275.5	17.1	0.199	0.969	(  4d)	MPO190120	2010 YR	2010 12 29  703  Catalina Sky Survey
	2010	YO	0.411	1.055	0.00379	24.6	20131104	327.2	203.9	94.1	24.1	0.44	0.733	(  6d)	MPO190119	2010 YO	2010 12 27  704  LINEAR
	2010	XX72	0.647	1.159	0.03831	21.9	20131104	318.1	334.4	279.1	4.5	0.283	0.903	( 77d)	MPO194127	2010 XX72	2010 12 15  G96  Mt. Lemmon Survey
	2010	XR69	0.406	1.276	0.00309	25.4	20131104	354.1	234.7	69.1	0.9	0.517	0.841	(  3d)	MPO190112	2010 XR69	2010 12 14  704  LINEAR
	2010	XQ69	0.482	1.27	0.00824	22.9	20131104	320.6	104.9	177.6	1.1	0.45	0.876	( 20d)	MPO190112	2010 XQ69	2010 12 14  G96  Mt. Lemmon Survey
	2010	XC15	0.429	1.041	0.00209	21.4	20131104	45.2	157.6	94.5	8.4	0.417	0.735	2	MPO243480	2010 XC15	2010 12 05  703  Catalina Sky Survey
	2010	XB11	0.288	0.948	0.09249	19.9	20131104	132	202.5	96.3	29.9	0.534	0.618	( 43d)	MPO194127	2010 XB11	2010 12 02  G96  Mt. Lemmon Survey
	2010	XA11	0.569	1.245	0.00473	26.1	20131104	221.7	239.5	66.2	4.6	0.373	0.907	(  5d)	MPO190080	2010 XA11	2010 12 04  703  Catalina Sky Survey
	2010	XU10	0.889	1.002	0.01405	27.4	20131104	259.6	169.4	66.6	4.5	0.06	0.945	(  3d)	MPO190079	2010 XU10	2010 12 03  G96  Mt. Lemmon Survey
	2010	XF3	0.845	1.058	0.03457	24.4	20131104	272	140.9	77.3	6	0.112	0.952	( 32d)	MPO190075	2010 XF3	2010 12 02  G96  Mt. Lemmon Survey
	2010	WU8	0.782	1.138	0.03691	24.2	20131104	228.4	339.8	260.9	2.8	0.186	0.96	( 14d)	MPO190042	2010 WU8	2010 11 28  G96  Mt. Lemmon Survey
	2010	WD1	0.651	1.103	0.00333	26.5	20131104	322.5	222	63.7	1.8	0.258	0.877	(  1d)	MPO190035	2010 WD1	2010 11 27  G96  Mt. Lemmon Survey
	2010	WS	0.638	1.222	0.011	24.9	20131104	198.1	232.6	61	4.6	0.314	0.93	( 14d)	MPO190748	2010 WS	2010 11 25  G96  Mt. Lemmon Survey
	2010	WC	0.533	1.096	0.00378	25.3	20131104	251	144.2	57.7	7.6	0.346	0.815	(  3d)	MPO186482	2010 WC	2010 11 16  703  Catalina Sky Survey
	2010	VX139	0.807	1.123	0.09486	20.5	20131104	182.6	33.3	242.5	21.2	0.164	0.965	3	MPO218107	2010 VX139	2010 11 14  704  LINEAR
	2010	VK139	0.558	1	0.0067	23.7	20131104	279.6	8.3	233.4	26.9	0.283	0.779	(  4d)	MPO186477	2010 VK139	2010 11 14  703  Catalina Sky Survey
	2010	VD139	0.644	1.047	0.01273	26.2	20131104	147	155.5	57.3	3.8	0.238	0.845	( 12d)	MPO186477	2010 VD139	2010 11 12  G96  Mt. Lemmon Survey
	2010	VD72	0.752	1.085	0.01344	21.5	20131104	28.6	310.2	224.1	19.2	0.181	0.918	(  9d)	MPO186472	2010 VD72	2010 11 09  703  Catalina Sky Survey
	2010	VP21	0.335	1.101	0.02337	23.4	20131104	124.7	195.6	39.2	8.7	0.534	0.718	( 23d)	MPO190740	2010 VP21	2010 11 05  G96  Mt. Lemmon Survey
	2010	VQ	0.693	1.032	0.00115	27.7	20131104	78.1	200.6	27.7	0.4	0.197	0.862	( 10d)	MPO186458	2010 VQ	2010 11 01  G96  Mt. Lemmon Survey
	2010	VB	0.618	1.229	0.01127	25.6	20131104	45.8	128.5	40	5.1	0.331	0.923	(  9d)	MPO190739	2010 VB	2010 11 01  691  Spacewatch
	2010	UY7	0.762	1.032	0.00107	28.5	20131104	332.3	210.4	40.1	0.5	0.15	0.897	(  7d)	MPO186440	2010 UY7	2010 10 30  703  Catalina Sky Survey
	2010	UJ7	0.544	1.048	0.00001	25.4	20131104	313.7	331.5	219.5	13.2	0.317	0.796	(  4d)	MPO186438	2010 UJ7	2010 10 29  704  LINEAR
	2010	UK	0.677	1.055	0.00168	26.8	20131104	48.9	36.4	203.5	4.9	0.219	0.866	( 15d)	MPO186433	2010 UK	2010 10 17  G96  Mt. Lemmon Survey
	2010	UJ	0.855	1.034	0.00358	26.2	20131104	295.7	74.3	130.6	0.4	0.095	0.945	(  1d)	MPO186433	2010 UJ	2010 10 17  G96  Mt. Lemmon Survey
	2010	UC	0.875	1.003	0.00559	27.4	20131104	312.7	176.5	21.7	4.8	0.068	0.939	(  8d)	MPO186431	2010 UC	2010 10 17  703  Catalina Sky Survey
	2010	TL167	0.346	1.589	0.11391	22.4	20131104	172.9	15.6	213.2	12.5	0.643	0.968	(  2d)	MPO186427	2010 TL167	2010 10 14  G96  Mt. Lemmon Survey
	2010	TE55	0.829	1.07	0.00181	28	20131104	0.5	305	198.1	1.2	0.127	0.949	(  5d)	MPO186396	2010 TE55	2010 10 12  G96  Mt. Lemmon Survey
	2010	TK19	0.82	1.062	0.04117	24.9	20131104	275.4	208.2	15.5	13	0.128	0.941	( 23d)	MPO190734	2010 TK19	2010 10 07  703  Catalina Sky Survey
	2010	TE	0.73	1.089	0.0175	26	20131104	340.1	36.4	182.1	5.5	0.198	0.909	( 10d)	MPO186357	2010 TE	2010 10 01  G96  Mt. Lemmon Survey
	2010	SJ	0.768	1.074	0.04898	23.8	20131104	38.6	335.6	183.5	11.3	0.166	0.921	( 20d)	MPO187193	2010 SJ	2010 09 16  703  Catalina Sky Survey
	2010	SF	0.654	1.022	0.01403	25.4	20131104	209.6	184.1	351.1	9.4	0.219	0.838	(  9d)	MPO187193	2010 SF	2010 09 16  703  Catalina Sky Survey
	2010	RJ43	0.446	1.323	0.02089	23.2	20131104	30.1	236.7	319.6	6.9	0.496	0.884	( 10d)	MPO183438	2010 RJ43	2010 09 06  G96  Mt. Lemmon Survey
	2010	RF42	0.736	1.111	0.10393	25.1	20131104	12.4	359.5	169.7	14	0.203	0.924	(  3d)	MPO183437	2010 RF42	2010 09 05  G96  Mt. Lemmon Survey
	2010	RE31	0.654	1.282	0.01454	25.9	20131104	206.5	236.8	340.6	7.1	0.324	0.968	(  3d)	MPO190730	2010 RE31	2010 09 05  G96  Mt. Lemmon Survey
	2010	RX30	0.508	1.153	0.0012	27.1	20131104	316.1	319.8	166.2	5.1	0.388	0.831	2	MPO279189	2010 RX30	2010 09 05  G96  Mt. Lemmon Survey
	2010	PW58	0.7	1.077	0.02271	21.3	20131104	179.4	131	324.5	14.2	0.212	0.889	( 28d)	MPO183406	2010 PW58	2010 08 05  C51  WISE
	2010	PQ10	0.525	1.16	0.13276	21.5	20131104	256.2	6.8	123.1	22.3	0.377	0.843	( 11d)	MPO181512	2010 PQ10	2010 08 06  E12  Siding Spring Survey
	2010	PK9	0.222	1.143	0.01578	22	20131104	56.9	195.6	306.6	12.5	0.675	0.682	( 10d)	MPO181510	2010 PK9	2010 08 05  704  LINEAR
	2010	OF101	0.642	1.26	0.06217	19.6	20131104	320.7	282.5	212.4	23.4	0.325	0.951	4	MPO266927	2010 OF101	2010 07 23  C51  WISE
	2010	NY65	0.629	1.365	0.01819	21.5	20131104	196.9	251	268.1	11.7	0.37	0.997	2	MPO271270	2010 NY65	2010 07 14  C51  WISE
	2010	NG1	0.567	1.132	0.08213	20.4	20131104	254.3	299.9	167.2	24.7	0.333	0.849	2	MPO266927	2010 NG1	2010 07 02  C51  WISE
	2010	NM	0.825	1.12	0.04925	24.5	20131104	45.1	318.5	105.1	16.1	0.151	0.972	(  8d)	MPO179639	2010 NM	2010 07 05  G96  Mt. Lemmon Survey
	2010	MS1	0.68	1.18	0.10621	21.8	20131104	105.6	350	98.9	9	0.269	0.93	( 32d)	MPO190724	2010 MS1	2010 06 21  G96  Mt. Lemmon Survey
	2010	MP1	0.439	1.272	0.056	21.4	20131104	192.6	32.3	93.1	22.6	0.487	0.855	( 24d)	MPO180062	2010 MP1	2010 06 19  704  LINEAR
	2010	MJ1	0.862	1.124	0.09429	23.6	20131104	345.4	340	98.3	18.3	0.132	0.993	( 24d)	MPO180062	2010 MJ1	2010 06 19  G96  Mt. Lemmon Survey
	2010	MB	0.8	1.096	0.06358	24.6	20131104	27.9	19.2	87.8	11.7	0.156	0.948	(  2d)	MPO177900	2010 MB	2010 06 16  G96  Mt. Lemmon Survey
	2010	MA	0.55	1.137	0.02258	25.7	20131104	248.5	32.1	87.5	14.1	0.348	0.844	(  2d)	MPO177899	2010 MA	2010 06 16  G96  Mt. Lemmon Survey
	2010	LE15	0.629	1.101	0.02214	19.5	20131104	256.4	328.6	134.3	13.3	0.273	0.865	3	MPO264998	2010 LE15	2010 06 03  C51  WISE
	2010	KV39	0.714	1.203	0.00205	26.8	20131104	152	296.7	65.5	13.9	0.255	0.958	(  2d)	MPO177889	2010 KV39	2010 05 24  703  Catalina Sky Survey
	2010	KC	0.297	1.258	0.02091	24.1	20131104	267.3	295.5	96.7	2.2	0.618	0.778	(  1d)	MPO176623	2010 KC	2010 05 16  G96  Mt. Lemmon Survey
	2010	JE87	0.505	1.308	0.03489	20.6	20131104	286.1	242.1	120.7	17.1	0.443	0.907	(  5d)	MPO176619	2010 JE87	2010 05 10  C51  WISE
	2010	JU39	0.417	1.421	0.006	19.6	20131104	139.5	311.4	95.2	36.2	0.546	0.919	4	MPO234409	2010 JU39	2010 05 09  G96  Mt. Lemmon Survey
	2010	JW34	0.928	1.035	0.00573	28.1	20131104	340.2	43.7	49.8	2.3	0.055	0.981	(  4d)	MPO176611	2010 JW34	2010 05 08  703  Catalina Sky Survey
	2010	JR34	0.82	1.098	0.00361	27.7	20131104	146.1	316.3	36.9	0.7	0.145	0.959	(  4d)	MPO176609	2010 JR34	2010 05 07  G96  Mt. Lemmon Survey
	2010	JL1	0.749	1.108	0.03381	25.5	20131104	91.6	40.9	43.6	20.7	0.193	0.928	(  2d)	MPO176603	2010 JL1	2010 05 05  G96  Mt. Lemmon Survey
	2010	HX107	0.56	1.041	0.01257	23.4	20131104	126.8	353	51.6	3.4	0.301	0.8	( 60d)	MPO180051	2010 HX107	2010 04 20  C51  WISE
	2010	HA	0.772	1.148	0.03318	23.9	20131104	29.9	185.7	251.3	2.2	0.196	0.96	2	MPO201966	2010 HA	2010 04 16  E12  Siding Spring Survey
	2010	GV147	0.326	1.592	0.31804	18.5	20131104	153.1	97.9	295.1	44	0.66	0.959	2	MPO198533	2010 GV147	2010 04 14  C51  WISE
	2010	GK65	0.514	1.331	0.00501	24.5	20131104	91.8	82.9	348.2	0.6	0.443	0.923	(  6d)	MPO175154	2010 GK65	2010 04 14  703  Catalina Sky Survey
	2010	GD35	0.397	1.132	0.03803	24.5	20131104	258	13.7	25.4	7.7	0.481	0.764	(  5d)	MPO175152	2010 GD35	2010 04 12  G96  Mt. Lemmon Survey
	2010	GV23	0.741	1.118	0.00323	27.6	20131104	100.6	233.8	198.7	3.6	0.203	0.929	(  7d)	MPO175146	2010 GV23	2010 04 09  G96  Mt. Lemmon Survey
	2010	GA7	0.558	1.268	0.16148	21.2	20131104	152.8	25.5	21.5	30	0.389	0.913	( 54d)	MPO190721	2010 GA7	2010 04 06  703  Catalina Sky Survey
	2010	GB6	0.667	1.098	0.09264	22.1	20131104	275.9	188	195.2	35.4	0.245	0.883	( 13d)	MPO176879	2010 GB6	2010 04 05  703  Catalina Sky Survey
	2010	FB10	0.47	1.466	0.09212	22.2	20131104	35.6	212.6	176.1	13.7	0.514	0.968	( 17d)	MPO175362	2010 FB10	2010 03 21  G96  Mt. Lemmon Survey
	2010	FY9	0.764	1.027	0.00849	26.7	20131104	316.4	335.1	357.1	4.3	0.147	0.895	(  6d)	MPO173781	2010 FY9	2010 03 17  704  LINEAR
	2010	FS	0.532	1.028	0.0097	24.2	20131104	242.9	206.4	169.7	9.1	0.318	0.78	( 14d)	MPO175361	2010 FS	2010 03 18  703  Catalina Sky Survey
	2010	FN	0.781	1.199	0.00081	26.6	20131104	159.2	126.1	161.5	0.1	0.211	0.99	(  4d)	MPO173776	2010 FN	2010 03 17  G96  Mt. Lemmon Survey
	2010	FM	0.596	1.038	0.01009	27.1	20131104	113.9	202.4	175.3	7.7	0.27	0.817	(  6d)	MPO234409	2010 FM	2010 03 17  G96  Mt. Lemmon Survey
	2010	FK	0.848	1.031	0.03144	23.8	20131104	194.3	166.1	173.5	12.7	0.097	0.94	( 10d)	MPO175361	2010 FK	2010 03 17  G96  Mt. Lemmon Survey
	2010	EG21	0.654	1.035	0.03875	24.4	20131104	67.6	186.3	168.7	9.7	0.226	0.844	( 14d)	MPO173760	2010 EG21	2010 03 09  704  LINEAR
	2010	EX11	0.851	1.061	0.0263	24.1	20131104	79.6	42.7	4	9.7	0.109	0.956	( 37d)	MPO234409	2010 EX11	2010 03 03  C51  WISE
	2010	DJ77	0.752	1.158	0.0516	21.6	20100213	102.5	103.7	286.8	24.9	0.213	0.955	(  3d)	MPO196770	2010 DJ77	2010 02 20  C51  WISE
	2010	DT1	0.53	1.439	0.09242	23.8	20131104	12.5	46.5	324.8	25.6	0.461	0.984	(  1d)	MPO171882	2010 DT1	2010 02 18  G96  Mt. Lemmon Survey
	2010	CK19	0.839	1.135	0.0006	27.9	20131104	200.9	278.7	328.6	2.3	0.15	0.987	(  2d)	MPO171875	2010 CK19	2010 02 14  703  Catalina Sky Survey
	2010	CT	0.304	1.471	0.17217	20.3	20131104	94.2	104.3	176.1	19.7	0.658	0.888	(  8d)	MPO192606	2010 CT	2010 02 08  E12  Siding Spring Survey
	2010	BK2	0.499	1.307	0.03297	22	20131104	225.7	72.6	278.1	6	0.447	0.903	( 24d)	MPO172399	2010 BK2	2010 01 19  E12  Siding Spring Survey
	2010	BB	0.593	1.048	0.01102	20.4	20131104	174.9	29	279.9	10	0.277	0.82	2	MPO258386	2010 BB	2010 01 16  G96  Mt. Lemmon Survey
	2010	AO60	0.715	1.188	0.08176	21.8	20131104	140.4	37.1	310.1	11.1	0.248	0.951	2	MPO192083	2010 AO60	2010 01 15  703  Catalina Sky Survey
	2010	AJ30	0.566	1.057	0.04515	22.7	20131104	250.8	350.6	303.5	7.6	0.302	0.812	( 37d)	MPO196748	2010 AJ30	2010 01 10  703  Catalina Sky Survey
	2010	AF	0.676	1.248	0.02438	25	20131104	105.2	242.8	105.3	23.6	0.298	0.962	(  1d)	MPO170304	2010 AF	2010 01 06  703  Catalina Sky Survey
	2009	YR	0.838	1.046	0.00185	28	20131104	328.4	127.8	87	0.7	0.11	0.942	(  7d)	MPO167802	2009 YR	2009 12 19  G96  Mt. Lemmon Survey
	2009	YP	0.468	1.166	0.05072	24	20131104	230.5	202.6	86	10	0.427	0.817	(  1d)	MPO167802	2009 YP	2009 12 18  G96  Mt. Lemmon Survey
	2009	YF	0.822	1.049	0.01731	24.7	20131104	264.3	193.3	87.6	1.5	0.121	0.936	( 17d)	MPO170302	2009 YF	2009 12 17  704  LINEAR
	2009	XZ1	0.399	1.312	0.04206	21.7	20131104	208.9	153	82.1	8.2	0.534	0.856	4	MPO285723	2009 XZ1	2009 12 11  703  Catalina Sky Survey
	2009	WM105	0.76	1.041	0.03614	23	20131104	41.4	198.3	45.7	9.2	0.156	0.901	( 22d)	MPO167794	2009 WM105	2009 11 25  703  Catalina Sky Survey
	2009	WB105	0.617	1.034	0.03816	23.3	20131104	291.7	347.6	242.6	38.4	0.253	0.825	(  4d)	MPO167794	2009 WB105	2009 11 25  703  Catalina Sky Survey
	2009	WZ104	0.691	1.02	0.03025	20	20131104	127.9	10.5	263.3	9.8	0.192	0.856	3	MPO285722	2009 WZ104	2009 11 25  703  Catalina Sky Survey
	2009	WY104	0.773	1.219	0.09416	25	20131104	243.8	126.6	61.2	26.8	0.224	0.996	(  1d)	MPO166422	2009 WY104	2009 11 24  G96  Mt. Lemmon Survey
	2009	WD54	0.577	1.06	0.00259	28.5	20131104	246.7	211.2	61.1	3	0.295	0.818	(  2d)	MPO166415	2009 WD54	2009 11 24  G96  Mt. Lemmon Survey
	2009	WC54	0.701	1.123	0.12464	23.8	20131104	25.3	347.1	243.9	19.4	0.231	0.912	(  0d)	MPO166415	2009 WC54	2009 11 24  G96  Mt. Lemmon Survey
	2009	WR25	0.45	1.285	0.10427	21.6	20131104	68	31.3	238.2	31.7	0.481	0.867	2	MPO277998	2009 WR25	2009 11 21  704  LINEAR
	2009	WN8	0.544	1.152	0.01483	25.2	20131104	129	220.6	58.7	12.8	0.358	0.848	(  3d)	MPO166405	2009 WN8	2009 11 19  704  LINEAR
	2009	WY7	0.256	1.045	0.00982	24.1	20131104	21.4	172.3	64.1	4	0.607	0.65	( 17d)	MPO167786	2009 WY7	2009 11 19  704  LINEAR
	2009	WQ6	0.512	1.221	0.0023	29.2	20131104	57.6	227.3	55.7	5.8	0.409	0.867	(  1d)	MPO166405	2009 WQ6	2009 11 18  G96  Mt. Lemmon Survey
	2009	VS25	0.699	1.242	0.03881	24.4	20131104	309.6	315.5	226.5	5.3	0.28	0.971	(  6d)	MPO166392	2009 VS25	2009 11 11  G96  Mt. Lemmon Survey
	2009	UZ87	0.75	1.098	0.01172	25.9	20131104	303.3	45.3	218.5	3.8	0.188	0.924	( 13d)	MPO166382	2009 UZ87	2009 10 27  G96  Mt. Lemmon Survey
	2009	UT19	0.293	1.49	0.02934	22.5	20131104	190.1	328.9	212.4	10	0.672	0.891	(  3d)	MPO164415	2009 UT19	2009 10 24  291  Spacewatch
	2009	UY17	0.56	1.077	0.01421	20.9	20131104	296.7	30.6	202.1	42.1	0.316	0.819	( 18d)	MPO166375	2009 UY17	2009 10 22  E12  Siding Spring Survey
	2009	UR5	0.491	1.056	0.02411	25.7	20131104	171.8	345.7	215.3	6.6	0.365	0.774	(  4d)	MPO164412	2009 UR5	2009 10 21  G96  Mt. Lemmon Survey
	2009	UM1	0.377	1.557	0.06508	23.4	20131104	10.3	334.2	193.8	9.2	0.61	0.967	(  7d)	MPO164411	2009 UM1	2009 10 17  G96  Mt. Lemmon Survey
	2009	UG	0.494	1.085	0.01221	23.2	20131104	72.1	201.9	14	4.9	0.374	0.789	( 24d)	MPO166374	2009 UG	2009 10 16  703  Catalina Sky Survey
	2009	UC	0.496	1.024	0.02384	26.6	20131104	210	185.4	22.4	24.7	0.347	0.76	(  3d)	MPO164410	2009 UC	2009 10 16  G96  Mt. Lemmon Survey
