Designation (and name)	Prov	. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2006	WV1	0.589	1.067	0.00989	25.9	20131104	308	149.4	61.8	5.6	0.289	0.828	(  1d)	MPO111419	2006 WV1	2006 11 19  703  Catalina Sky Survey
	2006	WB	0.696	1.002	0.00424	22.8	20131104	156.1	162.1	65.3	4.9	0.18	0.849	2	MPO279075	2006 WB	2006 11 16  703  Catalina Sky Survey
	2006	VG13	0.569	1.066	0.04566	21.5	20131104	1.8	115.2	96.6	5.9	0.304	0.818	2	MPO166263	2006 VG13	2006 11 13  E12  Siding Spring Survey
	2006	VY2	0.556	1.229	0.07537	22.7	20131104	345.8	327	231.3	14.6	0.377	0.892	( 14d)	MPO111384	2006 VY2	2006 11 11  691  Spacewatch
	2006	VX2	0.662	1.205	0.02245	24.9	20131104	169.7	126.5	47.3	9.8	0.291	0.934	(  5d)	MPO111384	2006 VX2	2006 11 11  703  Catalina Sky Survey
	2006	UZ215	0.706	1.073	0.00942	25.5	20131104	249.7	222.3	35.2	14.3	0.207	0.89	(  4d)	MPO111369	2006 UZ215	2006 10 29  703  Catalina Sky Survey
	2006	UL185	0.42	1.268	0.20337	21.2	20131104	166.2	177.3	52.3	19.4	0.502	0.844	3	E2014-D09	2006 UL185	2006 10 28  703  Catalina Sky Survey
	2006	UY64	0.785	1.078	0.05416	19.5	20131104	67.2	210.9	30.8	26.2	0.158	0.932	3	MPO285683	2006 UY64	2006 10 25  E12  Siding Spring Survey
	2006	TU7	0.451	1.251	0.023	21.9	20131104	260.7	68.6	91.9	2.9	0.47	0.851	3	MPO215114	2006 TU7	2006 10 12  E12  Siding Spring Survey
	2006	TS7	0.398	1.496	0.01548	21.2	20131104	151.8	299.8	225.4	5.5	0.58	0.947	( 18d)	MPO112938	2006 TS7	2006 10 11  644  NEAT
	2006	TL	0.566	1.314	0.04504	24	20131104	181.4	315.2	195.4	11.6	0.398	0.94	( 16d)	MPO111292	2006 TL	2006 10 01  G96  Mt. Lemmon Survey
	2006	SU217	0.813	1.157	0.02534	25.3	20131104	209.5	38.4	193.7	2.6	0.174	0.985	( 15d)	MPO201103	2006 SU217	2006 09 30  691  Spacewatch
	2006	SF77	0.619	1.225	0.06069	21.6	20131104	119.3	224.4	1.3	32.5	0.329	0.922	( 23d)	MPO164297	2006 SF77	"2006 09 23  152  K. Cernis, J. Zdanavicius"
	2006	SP19	0.622	1.138	0.04543	24.2	20131104	65	166.3	358.3	4.6	0.293	0.88	( 31d)	MPO111232	2006 SP19	2006 09 19  691  Spacewatch
	2006	SF6	0.683	1.215	0.01892	19.9	20131104	81.5	305.6	228.1	5.9	0.28	0.949	3	MPO201102	2006 SF6	2006 09 17  703  Catalina Sky Survey
	2006	SE6	0.527	1.083	0.03641	22.8	20131104	137.8	183.1	347.3	4.8	0.346	0.805	( 50d)	MPO215111	2006 SE6	2006 09 17  291  Spacewatch
	2006	RJ1	0.665	1.236	0.00141	22.2	20131104	21.3	110.3	93.5	1.4	0.301	0.951	2	MPO130244	2006 RJ1	2006 09 12  703  Catalina Sky Survey
	2006	QQ56	0.94	1.03	0.01456	25.9	20131104	327.3	331.5	161.2	2.8	0.046	0.985	( 19d)	MPO111192	2006 QQ56	2006 08 25  704  LINEAR
	2006	QQ23	0.575	1.032	0.03387	20	20131104	191.1	124.7	4.9	3.4	0.284	0.804	2	MPO160467	2006 QQ23	2006 08 21  E12  Siding Spring Survey
	2006	NL	0.36	1.336	0.05609	20	20131104	242.7	29.3	115.2	20.1	0.576	0.848	4	MPO268432	2006 NL	2006 07 02  704  LINEAR
	2006	MD12	0.331	1.346	0.22712	19.4	20131104	55.2	174.5	291.8	27.3	0.605	0.839	4	MPO232540	2006 MD12	2006 06 20  G96  Mt. Lemmon Survey
	2006	JF42	0.281	1.063	0.00346	19.1	20131104	347.5	17.7	41	6	0.582	0.672	3	MPO207546	2006 JF42	2006 05 11  703  Catalina Sky Survey
	2006	HV50	0.628	1.07	0.0312	23.6	20131104	8.3	22.6	34.8	16.4	0.261	0.849	(  7d)	MPO102326	2006 HV50	2006 04 26  704  LINEAR
	2006	HV5	0.576	1.116	0.01753	19.2	20131104	136.9	316.4	36	33	0.319	0.846	(  4d)	MPO102319	2006 HV5	2006 04 19  704  LINEAR
	2006	GB	0.787	1.131	0.00909	20.3	20131104	129.9	242.8	183.8	10.1	0.179	0.959	3	MPO141847	2006 GB	2006 04 02  704  LINEAR
	2006	FH36	0.765	1.145	0.01627	22.9	20131104	143.3	154.7	280.7	1.6	0.199	0.955	2	MPO121856	2006 FH36	2006 03 31  E12  Siding Spring Survey
	2006	FK	0.606	1.239	0.19337	21.2	20131104	8.6	3.2	15.2	14.6	0.343	0.923	3	MPO258335	2006 FK	2006 03 23  703  Catalina Sky Survey
	2006	DM63	0.349	1.042	0.00021	26.7	20131104	231.5	19	334.8	1.7	0.498	0.695	(  1d)	MPO102293	2006 DM63	2006 02 27  G96  Mt. Lemmon Survey
	2006	DS14	0.573	1.155	0.15487	20.4	20131104	9.7	187.5	162.3	26.5	0.337	0.864	4	E2014-D27	2006 DS14	2006 02 24  703  Catalina Sky Survey
	2006	BX147	0.232	1.354	0.04054	21.4	20060125	70.6	201.4	140.8	12.9	0.707	0.793	( 10d)	MPO183615	2006 BX147	2006 01 27  E12  Siding Spring Survey
	2006	BA9	0.578	1.247	0.07248	22.7	20131104	103	25.5	305.9	8.3	0.366	0.913	2	MPO252968	2006 BA9	2006 01 24  691  Spacewatch
	2006	AM4	0.344	1.62	0.01108	21.8	20131104	286.8	139.7	123.2	4.1	0.649	0.982	3	MPO167657	2006 AM4	2006 01 08  G96  Mt. Lemmon Survey
	2005	YU128	0.524	1.02	0.02248	25.3	20131104	4.7	190	100.7	7.7	0.322	0.772	(  5d)	MPO 98055	2005 YU128	2005 12 30  704  LINEAR
	2005	YO128	0.577	1.065	0.01416	24.6	20131104	65.3	328.4	281.8	15.6	0.297	0.821	(  6d)	MPO 98055	2005 YO128	2005 12 30  703  Catalina Sky Survey
	2005	YQ96	0.496	0.992	0.01946	20.4	20131104	284.4	340	282.7	22.2	0.333	0.744	3	MPO254743	2005 YQ96	2005 12 30  703  Catalina Sky Survey
	2005	YR3	0.596	1.044	0.00494	23.1	20131104	11.2	218.1	75.3	3.3	0.274	0.82	2	MPO152132	2005 YR3	2005 12 22  704  LINEAR
	2005	YO3	0.477	1.043	0.01656	25.1	20131104	88.1	20.1	274.3	12.8	0.372	0.76	( 13d)	MPO 98031	2005 YO3	2005 12 23  704  LINEAR
	2005	YS	0.32	1.102	0.03043	19.6	20131104	236.2	327.9	288.6	19.6	0.55	0.711	3	MPO221064	2005 YS	2005 12 21  704  LINEAR
	2005	XV77	0.459	1.109	0.09619	20.6	20131104	255.9	9.2	282.3	16.8	0.414	0.784	3	MPO254742	2005 XV77	2005 12 10  703  Catalina Sky Survey
	2005	XT77	0.617	1.065	0.02638	20.9	20131104	304.4	149.9	84.9	17.2	0.266	0.841	2	MPO246836	2005 XT77	2005 12 10  699  LONEOS
	2005	XZ7	0.658	1.278	0.04873	24.2	20131104	194.7	238.5	75.7	32.6	0.321	0.968	(  4d)	MPO 98019	2005 XZ7	2005 12 07  691  Spacewatch
	2005	WS3	0.285	1.058	0.0652	21.2	20131104	345.5	176.1	69.4	23.1	0.575	0.672	2	MPO213198	2005 WS3	2005 11 25  G96  Mt. Lemmon Survey
	2005	VN5	0.724	1.164	0.0002	27	20131104	159.1	115.1	49.3	2.1	0.233	0.944	(  2d)	MPO 90384	2005 VN5	2005 11 10  703  Catalina Sky Survey
	2005	VL1	0.691	1.093	0.0002	27	20131104	298.4	226.2	40.1	0.2	0.226	0.892	( 17d)	MPO 97959	2005 VL1	2005 11 04  704  LINEAR
	2005	VK1	0.425	1.058	0.06603	22.6	20131104	3.9	358.6	223.7	24.5	0.426	0.741	(  2d)	MPO 90383	2005 VK1	2005 11 04  703  Catalina Sky Survey
	2005	UV64	0.847	1.069	0.02574	26.5	20131104	72.6	313.9	216.1	5.4	0.116	0.958	(  6d)	MPO 90353	2005 UV64	2005 10 31  691  Spacewatch
	2005	UL5	0.403	1.471	0.00581	20.2	20131104	207.3	127.6	58.9	14.3	0.57	0.937	4	MPO281866	2005 UL5	2005 10 27  704  LINEAR
	2005	UE1	0.741	1.045	0.00142	26.2	20131104	57.1	139.7	32.6	5.6	0.17	0.893	(  2d)	MPO 90332	2005 UE1	2005 10 24  704  LINEAR
	2005	TH50	0.649	1.026	0.00127	28	20131104	340.9	18.5	195.9	0.7	0.225	0.838	(  4d)	MPO 87828	2005 TH50	2005 10 11  691  Spacewatch
	2005	TG50	0.799	1.048	0.01311	24.8	20131104	226.5	199.8	345.7	2.4	0.135	0.923	2	MPO274959	2005 TG50	2005 10 11  699  LONEOS
	2005	TE49	0.599	1.298	0.00842	26.7	20131104	180.3	304.8	195.2	4.8	0.368	0.949	(  4d)	MPO 87828	2005 TE49	2005 10 07  691  Spacewatch
	2005	TQ45	0.635	1.02	0.0189	25.6	20131104	74.7	185.8	14.9	25.6	0.233	0.827	(  3d)	MPO 87827	2005 TQ45	2005 10 07  G96  Mt. Lemmon Survey
	2005	TG45	0.428	0.935	0.19813	17.6	20131104	344.2	230.4	273.5	23.3	0.372	0.681	4	MPO268424	2005 TG45	2005 10 05  703  Catalina Sky Survey
	2005	TM	0.49	1.192	0.02379	24.7	20131104	52.4	152.1	8.4	5.2	0.417	0.841	(  6d)	MPO 87820	2005 TM	2005 10 01  G96  Mt. Lemmon Survey
	2005	SP9	0.326	1.406	0.0513	21.2	20131104	100.3	228.1	354.9	27.7	0.624	0.866	3	MPO186972	2005 SP9	2005 09 25  704  LINEAR
	2005	RB3	0.532	1.223	0.04808	22.6	20131104	228.1	320.4	165.9	36	0.394	0.877	(  7d)	MPO 87755	2005 RB3	2005 09 03  703  Catalina Sky Survey
	2005	QQ87	0.697	1.302	0.07874	22.7	20131104	160.2	54.4	155.1	33.9	0.302	0.999	( 10d)	MPO 87739	2005 QQ87	2005 08 31  691  Spacewatch
	2005	QP11	0.804	1.147	0.01003	26.4	20131104	77	119.8	334.9	4	0.176	0.976	(  9d)	MPO 87722	2005 QP11	2005 08 28  691  Spacewatch
	2005	OU1	0.664	1.288	0.12648	20.1	20131104	340.9	204.8	309.7	12.5	0.32	0.976	4	MPO201091	2005 OU1	2005 07 27  644  NEAT
	2005	NJ63	0.502	1.236	0.21708	21	20131104	259.4	1.7	120.9	26.6	0.422	0.869	2	MPO159753	2005 NJ63	2005 07 12  703  Catalina Sky Survey
	2005	NW44	0.403	1.156	0.05372	20.4	20131104	213.9	0.7	114.5	6.1	0.483	0.779	2	MPO121820	2005 NW44	2005 07 10  703  Catalina Sky Survey
	2005	NE21	0.397	1.181	0.05607	21.2	20131104	106.3	194.7	289.8	10.6	0.496	0.789	3	MPO237341	2005 NE21	2005 07 07  699  LONEOS
	2005	MO13	0.509	1.218	0.04335	20.7	20131104	18.5	250.2	176.7	6.3	0.411	0.864	3	MPO266882	2005 MO13	2005 06 30  703  Catalina Sky Survey
	2005	MR5	0.601	1.105	0.07856	20.5	20131104	23.7	190.5	263.6	27.8	0.296	0.853	2	MPO159100	2005 MR5	2005 06 26  644  NEAT
	2005	MF5	0.496	1.111	0.07958	21.7	20131104	41.4	349.7	98	29.7	0.382	0.804	(  8d)	MPO 87686	2005 MF5	2005 06 27  699  LONEOS
	2005	KA	0.66	1.02	0.00885	24.7	20131104	189	181.4	226.3	2.9	0.215	0.84	( 13d)	MPO 77902	2005 KA	2005 05 16  703  Catalina Sky Survey
	2005	HN3	0.568	1.142	0.07803	21.2	20131104	44.2	6.2	59.5	7.9	0.336	0.855	3	MPO266882	2005 HN3	2005 04 21  704  LINEAR
	2005	GZ128	0.822	1.081	0.01843	25.8	20050331	102.8	230.7	203.1	18.7	0.136	0.952	(  4d)	MPO 77871	2005 GZ128	2005 04 13  704  LINEAR
	2005	GB120	0.479	1.104	0.07416	20.4	20131104	180.7	243.7	161	9.1	0.395	0.791	2	MPO178016	2005 GB120	2005 04 12  699  LONEOS
	2005	GE60	0.723	1.195	0.00571	22.1	20131104	284.3	112.7	229.9	5.6	0.246	0.959	( 31d)	MPO 77864	2005 GE60	2005 04 09  E12  Siding Spring Survey
	2005	GR33	0.48	1.078	0.01046	22	20131104	35.9	334.6	22.7	27.9	0.383	0.779	( 12d)	MPO 77860	2005 GR33	2005 04 06  699  LONEOS
	2005	FN	0.625	1.241	0.00076	26.9	20131104	123.5	120.9	177.4	3.7	0.33	0.933	(  1d)	MPO 77855	2005 FN	2005 03 17  704  LINEAR
	2005	FC	0.67	1.167	0.02278	24.5	20131104	182.3	310.8	0.2	12.8	0.27	0.918	(  9d)	MPO215091	2005 FC	2005 03 16  703  Catalina Sky Survey
	2005	ES70	0.468	1.058	0.05115	23.8	20131104	185.6	351.1	352.9	20.8	0.386	0.763	4	MPO266881	2005 ES70	2005 03 09  703  Catalina Sky Survey
	2005	EP1	0.207	1.575	0.01224	23.7	20131104	49.6	328	344.3	16.2	0.768	0.891	(  4d)	MPO 77816	2005 EP1	2005 03 03  703  Catalina Sky Survey
	2005	CN61	0.922	1.056	0.01952	25.3	20131104	49.1	248.6	146.7	9.6	0.068	0.989	(  6d)	MPO 74497	2005 CN61	2005 02 14  703  Catalina Sky Survey
	2005	BO1	0.611	1.287	0.15032	21.7	20131104	23.5	174.1	113.4	10.7	0.356	0.949	2	MPO 97779	2005 BO1	2005 01 17  691  Spacewatch
	2005	BU	0.593	1.102	0.01456	26.7	20131104	220	38.8	296.8	13	0.3	0.847	(  2d)	MPO 74483	2005 BU	2005 01 16  704  LINEAR
	2005	BE	0.512	1.256	0.23161	20	20131104	35.3	168.7	116	31.2	0.421	0.884	3	MPO170095	2005 BE	2005 01 16  703  Catalina Sky Survey
	2004	YA5	0.375	1.243	0.05177	22.6	20131104	164.6	31.3	269.9	28.2	0.537	0.809	( 13d)	MPO 74468	2004 YA5	2004 12 18  704  LINEAR
	2004	YD	0.64	1.045	0.05558	24	20131104	337.7	7.9	265.5	12.1	0.241	0.843	(  9d)	MPO 74467	2004 YD	2004 12 17  699  LONEOS
	2004	YC	0.596	1.14	0.00327	25.6	20131104	94.6	47.3	263.4	6.1	0.313	0.868	(  5d)	MPO 74467	2004 YC	2004 12 17  704  LINEAR
	2004	XL14	0.448	1.071	0.02717	21.2	20131104	7.6	157.6	85.6	21.5	0.41	0.76	3	MPO150996	2004 XL14	2004 12 10  703  Catalina Sky Survey
	2004	XK14	0.424	1.074	0.02541	22.3	20131104	104.6	302.9	307.1	3.1	0.434	0.749	( 15d)	MPO 74443	2004 XK14	2004 12 10  704  LINEAR
	2004	XJ	0.736	1.039	0.04251	24	20131104	36	16.1	253.3	12.2	0.171	0.887	( 14d)	MPO 74440	2004 XJ	2004 12 02  704  LINEAR
	2004	XG	0.587	1.087	0.01318	24.2	20131104	349.8	1	285	1.2	0.299	0.837	( 13d)	MPO 74440	2004 XG	2004 12 02  703  Catalina Sky Survey
	2004	WC1	0.71	1.004	0.01533	26.1	20131104	289.6	179.4	54.8	10.3	0.171	0.857	(  4d)	MPO 74439	2004 WC1	2004 11 19  699  LONEOS
	2004	VJ1	0.788	1.099	0.0137	24.3	20131104	136.3	332.5	233.5	1.3	0.165	0.943	( 38d)	MPO 74427	2004 VJ1	2004 11 04  703  Catalina Sky Survey
	2004	VZ	0.711	1.171	0.00344	24.6	20131104	215.6	297.1	225.8	16.3	0.244	0.941	(  4d)	MPO 74426	2004 VZ	2004 11 03  704  LINEAR
	2004	UT1	0.751	1.178	0.00544	26.6	20131104	100.9	294.4	211.8	4.5	0.221	0.965	(  4d)	MPO 74425	2004 UT1	2004 10 23  704  LINEAR
	2004	UH1	0.575	1.333	0.00199	28.1	20131104	172.8	120.7	29.8	3.7	0.397	0.954	(  1d)	MPO 74425	2004 UH1	2004 10 23  691  Spacewatch
	2004	TN20	0.702	1.191	0.02178	24.9	20131104	34.9	56.5	203.1	14.1	0.259	0.946	(  3d)	MPO 70482	2004 TN20	2004 10 15  704  LINEAR
	2004	TP13	0.818	1.134	0.08072	23.1	20131104	21.3	138.7	12.6	36.5	0.162	0.976	(  7d)	MPO 70480	2004 TP13	2004 10 08  704  LINEAR
	2004	TD10	0.419	1.084	0.01223	22.1	20131104	186.1	136.7	48.5	2.6	0.443	0.751	( 23d)	MPO 74368	2004 TD10	2004 10 07  704  LINEAR
	2004	TA1	0.681	1.135	0.08996	23.1	20131104	322	200.5	14.5	13.5	0.25	0.908	( 30d)	MPO 74367	2004 TA1	2004 10 05  699  LONEOS
	2004	SC56	0.439	1.096	0.01086	22.7	20131104	60.2	322.8	202	4.8	0.429	0.767	4	MPO183576	2004 SC56	2004 09 25  704  LINEAR
	2004	SB56	0.66	1.072	0.05401	19.2	20131104	304.3	233.5	302.1	18.7	0.238	0.866	3	MPO254731	2004 SB56	2004 09 25  699  LONEOS
	2004	SW26	0.431	1.045	0.04092	25.7	20131104	319	359.5	180.3	18.4	0.416	0.738	(  1d)	MPO 70471	2004 SW26	2004 09 23  291  Spacewatch
	2004	ST2	0.776	1.133	0.04626	24.2	20131104	39.9	227	356.8	22.1	0.187	0.955	(  6d)	MPO 70467	2004 ST2	2004 09 18  704  LINEAR
	2004	RO111	0.645	1.277	0.02367	23.4	20131104	154.6	280.9	199.4	5.4	0.329	0.961	(  9d)	MPO 70424	2004 RO111	2004 09 12  704  LINEAR
	2004	RX10	0.597	1.243	0.05194	21.3	20131104	347	333.9	173.8	6	0.351	0.92	3	MPO241867	2004 RX10	2004 09 08  704  LINEAR
	2004	QA22	0.835	1.067	0.00409	27.9	20131104	85.4	28.8	175	0.6	0.122	0.951	( 10d)	MPO 70395	2004 QA22	2004 08 25  704  LINEAR
	2004	QD14	0.624	1.26	0.01389	20.6	20131104	131.6	109.3	75.3	6.2	0.338	0.942	3	MPO111065	2004 QD14	2004 08 24  E12  Siding Spring Survey
	2004	QG13	0.784	1.118	0.10297	21.4	20131104	132.4	9.1	151.8	56.1	0.175	0.951	(  6d)	MPO 70393	2004 QG13	2004 08 24  704  LINEAR
	2004	QB3	0.554	1.347	0.01955	24.4	20131104	62	232.2	327.1	14.3	0.417	0.95	( 13d)	MPO 70391	2004 QB3	2004 08 21  703  Catalina Sky Survey
	2004	MD6	0.416	1.486	0.00962	20.5	20131104	114.9	231.4	263.9	29.3	0.563	0.951	3	MPO124443	2004 MD6	2004 06 23  704  LINEAR
	2004	LO2	0.594	1.237	0.01207	25	20131104	168.3	309.4	82.6	25.5	0.352	0.915	(  4d)	MPO 66384	2004 LO2	2004 06 11  704  LINEAR
	2004	KH17	0.357	1.067	0.00491	21.9	20131104	95.2	340.7	79.2	22.1	0.499	0.712	4	MPO264936	2004 KH17	2004 05 29  704  LINEAR
	2004	KH15	0.798	1.125	0.10399	19.7	20131104	195.2	350.1	78.1	35.1	0.17	0.961	2	MPO 97710	2004 KH15	2004 05 24  704  LINEAR
	2004	KG1	0.492	1.169	0.0033	24.1	20131104	288.4	213.4	243.3	1.9	0.407	0.83	( 10d)	MPO 66381	2004 KG1	2004 05 19  704  LINEAR
	2004	JX20	0.662	1.142	0.09497	19.4	20131104	141.2	349.1	101.9	10.5	0.266	0.902	4	MPO198885	2004 JX20	2004 05 15  703  Catalina Sky Survey
	2004	JG6	0.298	0.973	0.04099	18.9	20131104	110	353	37	18.9	0.531	0.635	2	MPO234361	2004 JG6	2004 05 11  699  LONEOS
	2004	HT59	0.761	1.199	0.00568	27.2	20131104	208.5	112.1	214.7	11.1	0.224	0.98	(  1d)	MPO 62577	2004 HT59	2004 04 24  704  LINEAR
	2004	GP	0.356	1.037	0.21312	19.4	20131104	318.1	278.6	115.7	14.5	0.488	0.697	3	MPO200237	2004 GP	2004 04 09  704  LINEAR
	2004	FU162	0.503	1.151	0.00042	28.7	20131104	169.1	139.7	191.1	4.2	0.391	0.827	(  0d)	MPO 66355	2004 FU162	2004 03 31  704  LINEAR
	2004	FJ29	0.594	1.232	0.13065	21.2	20131104	111.2	210.3	195.5	33.4	0.349	0.913	3	MPO232519	2004 FJ29	2004 03 29  E12  Siding Spring Survey
	2004	FG29	0.446	1.311	0.00973	26	20131104	152.6	142.1	183.3	3.5	0.492	0.879	(  2d)	MPO 62541	2004 FG29	2004 03 29  704  LINEAR
	2004	FM17	0.665	1.107	0.05972	19.4	20131104	30.6	196.4	169.9	6.8	0.25	0.886	5	MPO285665	2004 FM17	2004 03 26  704  LINEAR
	2004	FH	0.581	1.055	0.00006	25.7	20131104	238	35	292.6	0	0.289	0.818	(  3d)	MPO 62536	2004 FH	2004 03 16  704  LINEAR
	2004	ER21	0.745	1.054	0.0398	24.4	20131104	303.3	343.4	357.4	7.9	0.171	0.9	( 11d)	MPO 62522	2004 ER21	2004 03 15  704  LINEAR
	2004	EL20	0.594	1.034	0.00584	26.7	20131104	261.1	337.6	356.1	7.6	0.27	0.814	(  3d)	MPO 62522	2004 EL20	2004 03 14  704  LINEAR
	2004	DA53	0.593	1.175	0.00233	28	20131104	331.3	50	336.6	5.1	0.329	0.884	(  2d)	MPO 62514	2004 DA53	2004 02 26  704  LINEAR
	2004	DH2	0.566	1.322	0.12477	20.2	20131104	314.8	216.1	157.3	23	0.4	0.944	4	E2014-D22	2004 DH2	2004 02 19  704  LINEAR
	2004	BT58	0.591	1.331	0.07839	22.1	20131104	239.3	45.8	300.9	17.7	0.385	0.961	2	MPO 77770	2004 BT58	2004 01 23  704  LINEAR
	2004	BY1	0.688	1.08	0.02123	24.5	20131104	60.3	28.2	299	3.6	0.222	0.884	( 28d)	MPO 62469	2004 BY1	2004 01 17  608  NEAT
	2003	YG136	0.625	1.312	0.01199	25.3	20131104	43.1	127.9	86.5	2.7	0.355	0.969	(  4d)	MPO 58111	2003 YG136	2003 12 28  704  LINEAR
	2003	YN107	0.975	1.002	0.00457	26.5	20131104	94.6	87.7	264.4	4.3	0.014	0.989	2	MPO 77762	2003 YN107	2003 12 20  704  LINEAR
	2003	YS17	0.639	1.222	0.03058	21.6	20131104	248.2	134.7	99	6.5	0.313	0.931	4	MPO248777	2003 YS17	2003 12 21  704  LINEAR
	2003	YX1	0.645	1.115	0.01171	20.9	20131104	99.3	223.1	89.7	5.8	0.267	0.88	3	E2014-D09	2003 YX1	2003 12 19  703  Catalina Sky Survey
	2003	YR1	0.494	1.303	0.06619	22.2	20131104	127.8	138.1	86.4	29.2	0.45	0.898	(  6d)	MPO 58085	2003 YR1	2003 12 18  704  LINEAR
	2003	YJ	0.745	1.115	0.11982	20.3	20131104	211	165.6	89.8	19.5	0.199	0.93	3	MPO254727	2003 YJ	2003 12 17  644  NEAT
	2003	WT153	0.735	1.053	0.00178	28	20131104	162.1	149	55.5	0.4	0.178	0.894	(  3d)	MPO 58075	2003 WT153	2003 11 29  291  Spacewatch
	2003	WU21	0.414	1.404	0.06965	22	20131104	92.8	140.7	57.6	28.6	0.545	0.909	(  9d)	MPO 58049	2003 WU21	2003 11 20  704  LINEAR
	2003	UT55	0.834	1.125	0.00718	26.8	20131104	31.9	287.3	212.7	16.8	0.149	0.98	(  0d)	MPO 53851	2003 UT55	2003 10 26  246
	2003	UY12	0.284	1.118	0.012	22.9	20131104	160.9	200.6	22.9	16.4	0.595	0.701	2	MPO274947	2003 UY12	2003 10 17  683  R. A. Tucker
	2003	TL4	0.48	1.073	0.02534	19.4	20131104	114.4	321.9	220.1	12.1	0.382	0.777	4	MPO264931	2003 TL4	2003 10 13  704  LINEAR
	2003	TG2	0.621	1.195	0.19432	21.3	20131104	36.3	355.2	200.7	25.5	0.316	0.908	2	MPO185587	2003 TG2	2003 10 05  291  Spacewatch
	2003	SW130	0.615	1.153	0.00066	29.1	20131104	164.1	47.8	176.4	3.7	0.304	0.884	(  8d)	MPO 53798	2003 SW130	2003 09 20  291  Spacewatch
	2003	RU11	0.727	1.052	0.00724	25.5	20131104	265.9	316.6	178.4	4.7	0.183	0.889	(  4d)	MPO 53765	2003 RU11	2003 09 14  704  LINEAR
	2003	LN6	0.676	1.037	0.00088	24.7	20131104	239.3	210.8	215.5	0.6	0.21	0.857	( 15d)	MPO 50767	2003 LN6	2003 06 09  704  LINEAR
	2003	LH	0.817	1.104	0.00344	25.2	20131104	136.2	238.3	247.3	10.8	0.15	0.961	( 59d)	MPO 66313	2003 LH	2003 06 02  704  LINEAR
	2003	KZ18	0.635	1.262	0.15773	21.1	20131104	326.7	154.7	250	23.9	0.33	0.949	2	MPO265629	2003 KZ18	2003 05 31  704  LINEAR
	2003	KO2	0.356	1.099	0.0001	20.2	20131104	118.9	204	215.5	23.5	0.511	0.727	6	MPO264929	2003 KO2	2003 05 22  704  LINEAR
	2003	HT42	0.602	1.028	0.01133	24.8	20131104	299.3	352.2	38.8	4.9	0.262	0.815	( 12d)	MPO 48377	2003 HT42	2003 04 29  704  LINEAR
	2003	HM	0.593	1.033	0.0053	22.2	20131104	278.6	19.2	30.5	26.3	0.27	0.813	(  8d)	MPO 48369	2003 HM	2003 04 23  704  LINEAR
	2003	HB	0.526	1.173	0.04735	19.7	20131104	353.8	306.7	70.4	18.1	0.381	0.85	5	E2014-D09	2003 HB	2003 04 21  704  LINEAR
	2003	GQ22	0.713	1.031	0.02283	21.5	20131104	179.8	168.7	199.5	17	0.182	0.872	( 24d)	MPO 48364	2003 GQ22	2003 04 07  704  LINEAR
	2003	GS	0.698	1.088	0.08498	19	20131104	0.3	181.9	196.3	12	0.218	0.893	5	E2014-D09	2003 GS	2003 04 04  699  LONEOS
	2003	FY6	0.305	1.155	0.00399	22.4	20131104	108.4	29.5	359.3	6.6	0.582	0.73	3	MPO266873	2003 FY6	2003 03 29  699  LONEOS
	2003	FU3	0.52	1.197	0.08125	20.9	20131104	323.8	339.3	21.6	13	0.394	0.858	2	MPO140679	2003 FU3	2003 03 26  699  LONEOS
	2003	FK1	0.363	1.051	0.0124	23	20131104	101.6	196.5	177.5	23.4	0.486	0.707	(  8d)	MPO 48340	2003 FK1	2003 03 24  704  LINEAR
	2003	EM1	0.908	1.007	0.00898	24.5	20131104	290.3	23.8	346	15.3	0.052	0.958	(  8d)	MPO 43514	2003 EM1	2003 03 05  106  J. Skvarc
	2003	CA4	0.81	1.03	0.04032	23.6	20131104	246.4	173	139.9	7.5	0.12	0.92	( 31d)	MPO 43505	2003 CA4	2003 02 04  608  NEAT
	2003	AF23	0.502	1.247	0.0325	20.9	20131104	175.9	43.9	286.8	23.2	0.426	0.875	2	MPO224594	2003 AF23	2003 01 08  704  LINEAR
	2002	XS90	0.614	1.006	0.02082	22.8	20131104	165.1	178.6	81.7	34.1	0.242	0.81	( 16d)	MPO 41898	2002 XS90	2002 12 15  704  LINEAR
	2002	XY38	0.713	1.109	0.00344	22.9	20131104	346.3	119.2	159.5	2.1	0.218	0.911	2	MPO171044	2002 XY38	2002 12 07  644  NEAT
	2002	XP37	0.612	1.298	0.10328	20.4	20131104	128.5	317.6	265.9	21.5	0.359	0.955	3	MPO271195	2002 XP37	2002 12 07  704  LINEAR
	2002	XB	0.691	1.121	0.12969	21.7	20131104	78.2	351.3	245.9	25.5	0.237	0.906	2	MPO148507	2002 XB	2002 12 01  704  LINEAR
	2002	VX91	0.786	1.182	0.00167	24.3	20131104	176.7	78.5	216.6	2.3	0.201	0.984	3	MPO135835	2002 VX91	2002 11 12  704  LINEAR
	2002	VE68	0.427	1.021	0.02622	20.5	20131104	123.3	355.5	231.6	9	0.41	0.724	3	MPO264928	2002 VE68	2002 11 11  699  LONEOS
