full_name,pdes,name,H,diameter,extent,rot_per,H_sigma,diameter_sigma,moid
       (2010 LK68),2010 LK68,,22.5,,,,,,0.0255626
       (2010 LL68),2010 LL68,,22.7,,,,,,0.137843
       (2010 LM68),2010 LM68,,20.8,,,,,,0.120911
       (2010 LR68),2010 LR68,,18.3,,,,,,0.214969
       (2010 LF86),2010 LF86,,17.3,,,4.444,,,0.317623
       (2010 LO97),2010 LO97,,18.8,,,,,,0.232448
       (2010 LT108),2010 LT108,,19.7,,,,,,0.137947
       (2010 LU108),2010 LU108,,20,,,,,,0.125693
       (2010 LV108),2010 LV108,,22.6,,,,,,0.0202781
       (2010 LU134),2010 LU134,,19.5,,,,,,0.146783
       (2010 MA),2010 MA,,25.7,,,,,,0.0235682
       (2010 MB),2010 MB,,24.6,,,,,,0.0648441
       (2010 MC),2010 MC,,24.6,,,,,,0.0514527
       (2010 MQ),2010 MQ,,19.9,,,,,,0.36285
       (2010 MR),2010 MR,,18.6,,,,,,0.167066
       (2010 MV),2010 MV,,24.6,,,,,,0.0689316
       (2010 MW),2010 MW,,19,,,,,,0.389463
       (2010 MF1),2010 MF1,,19.7,,,,,,0.037985
       (2010 MG1),2010 MG1,,23.3,,,,,,0.0357437
       (2010 MH1),2010 MH1,,21.3,,,,,,0.170219
       (2010 MJ1),2010 MJ1,,23.6,,,,,,0.0952806
       (2010 MP1),2010 MP1,,21.4,,,,,,0.0568402
       (2010 MQ1),2010 MQ1,,20.4,,,,,,0.199738
       (2010 MS1),2010 MS1,,21.8,,,,,,0.106367
       (2010 MW1),2010 MW1,,19.8,,,,,,0.496883
       (2010 MY1),2010 MY1,,23.9,,,,,,0.0170728
       (2010 MZ1),2010 MZ1,,25.6,,,,,,0.0188258
       (2010 MN51),2010 MN51,,18.5,,,,,,0.324692
       (2010 MR87),2010 MR87,,19.5,,,,,,0.14894
       (2010 MU111),2010 MU111,,18.6,,,,,,0.060852
       (2010 MU112),2010 MU112,,20.7,,,,,,0.000797395
       (2010 MY112),2010 MY112,,21,,,,,,0.158157
       (2010 MZ112),2010 MZ112,,19.771,,,,0,,0.221422
       (2010 MA113),2010 MA113,,19.239,,,,0.51822,,0.0811278
       (2010 NA),2010 NA,,20.5,,,,,,0.101531
       (2010 NB),2010 NB,,23,,,,,,0.0461215
       (2010 NG),2010 NG,,25.1,,,,,,0.0140262
       (2010 NH),2010 NH,,25.7,,,,,,0.00213289
       (2010 NK),2010 NK,,24.4,,,,,,0.00595937
       (2010 NL),2010 NL,,26,,,,,,0.0233663
       (2010 NM),2010 NM,,24.5,,,,,,0.0501382
       (2010 NN),2010 NN,,28.4,,,,,,0.00146673
       (2010 NG1),2010 NG1,,20.4,,,,,,0.0821335
       (2010 NK1),2010 NK1,,22.4,,,,,,0.0108186
       (2010 NR1),2010 NR1,,21.8,,,0.89,,,0.123686
       (2010 NT1),2010 NT1,,19.4,,,,,,0.206084
       (2010 NU1),2010 NU1,,21.2,,,,,,0.329352
       (2010 NW1),2010 NW1,,17.1,,,,,,0.40584
       (2010 NB2),2010 NB2,,20.3,,,,,,0.102133
       (2010 NG3),2010 NG3,,17,,,,,,0.124986
       (2010 NY65),2010 NY65,,21.5,,,,,,0.0175814
       (2010 NW117),2010 NW117,,18.2,,,,,,0.11275
       (2010 OA),2010 OA,,20.4,,,,,,0.0749972
       (2010 OB),2010 OB,,21.9,,,,,,0.0659669
       (2010 OC),2010 OC,,19.1,,,,,,0.0710838
       (2010 OA1),2010 OA1,,23.3,,,,,,0.00235153
       (2010 OP1),2010 OP1,,19.3,,,,,,0.244186
       (2010 OQ1),2010 OQ1,,19,,,,,,0.182892
       (2010 OE22),2010 OE22,,21.3,,,,,,0.177537
       (2010 OL100),2010 OL100,,19.6,,,,,,0.128748
       (2010 OB101),2010 OB101,,20.7,,,,,,0.11149
       (2010 OC101),2010 OC101,,20.8,,,,,,0.0905591
       (2010 OD101),2010 OD101,,20.7,,,,,,0.188763
       (2010 OF101),2010 OF101,,19.6,,,,,,0.062636
       (2010 OL101),2010 OL101,,20.4,,,,,,0.296535
       (2010 ON101),2010 ON101,,20.2,,,,,,0.0448786
       (2010 OC103),2010 OC103,,19.1,,,,,,0.333054
       (2010 OH126),2010 OH126,,21.4,,,,,,0.067259
       (2010 OK126),2010 OK126,,20.7,,,,,,0.146359
       (2010 OC127),2010 OC127,,19.3,,,,,,0.258504
       (2010 PJ),2010 PJ,,21.8,,,,,,0.0841751
       (2010 PO2),2010 PO2,,23.2,,,,,,0.0593527
       (2010 PP2),2010 PP2,,21.1,,,,,,0.225752
       (2010 PQ2),2010 PQ2,,24.5,,,,,,0.0382567
       (2010 PH9),2010 PH9,,26.6,,,,,,0.0155718
       (2010 PJ9),2010 PJ9,,24.8,,,,,,0.00342825
       (2010 PK9),2010 PK9,,22,,,,,,0.0159929
       (2010 PL9),2010 PL9,,20.1,,,,,,0.36395
       (2010 PM9),2010 PM9,,20.1,,,,,,0.0585824
       (2010 PM10),2010 PM10,,19.8,,,,,,0.229435
       (2010 PQ10),2010 PQ10,,21.5,,,,,,0.133184
       (2010 PR10),2010 PR10,,21.7,,,,,,0.0544935
       (2010 PY22),2010 PY22,,19.3,,,,,,0.318523
       (2010 PD57),2010 PD57,,22.6,,,,,,0.20121
       (2010 PM58),2010 PM58,,20.9,,,,,,0.0974518
       (2010 PP58),2010 PP58,,22.1,,,,,,0.0142774
       (2010 PW58),2010 PW58,,21.3,,,,,,0.0225398
       (2010 PS65),2010 PS65,,24.7,,,,,,0.0429582
       (2010 PR66),2010 PR66,,19.4,,,,,,2.90E-05
       (2010 PS66),2010 PS66,,25.1,,,,,,0.0147472
       (2010 PU66),2010 PU66,,22.1,,,,,,0.14786
       (2010 PY75),2010 PY75,,18.7,,,,,,0.243657
       (2010 QN1),2010 QN1,,20.1,,,,,,0.228353
       (2010 QE2),2010 QE2,,17.2,,,,,,0.0574272
       (2010 QG2),2010 QG2,,24.3,,,,,,0.00159247
       (2010 QA5),2010 QA5,,22.5,,,,,,0.0632385
       (2010 RA),2010 RA,,22.9,,,,,,0.0834701
       (2010 RB),2010 RB,,20.2,,,,,,0.264058
       (2010 RC),2010 RC,,26.4,,,,,,0.0214284
       (2010 RD),2010 RD,,25.4,,,,,,0.0589876
       (2010 RE),2010 RE,,27.5,,,,,,0.0247996
       (2010 RF),2010 RF,,23,,,,,,0.167509
       (2010 RS3),2010 RS3,,22.6,,,,,,0.144227
       (2010 RT3),2010 RT3,,23.5,,,,,,0.059475
       (2010 RU3),2010 RU3,,26.6,,,,,,0.0624725
       (2010 RV3),2010 RV3,,23.18,,,,0.41412,,0.00681789
       (2010 RW3),2010 RW3,,23.9,,,,,,0.264861
       (2010 RX3),2010 RX3,,25,,,,,,0.01521
       (2010 RY3),2010 RY3,,25.1,,,,,,0.0130714
       (2010 RJ4),2010 RJ4,,24,,,,,,0.0601447
       (2010 RT11),2010 RT11,,18.8,,,,,,0.245854
       (2010 RV11),2010 RV11,,27,,,,,,0.0399075
       (2010 RW11),2010 RW11,,24.6,,,,,,0.085795
       (2010 RY11),2010 RY11,,26,,,,,,0.0228606
       (2010 RZ11),2010 RZ11,,26.6,,,,,,0.00587655
       (2010 RA12),2010 RA12,,26.9,,,,,,0.0262848
       (2010 RB12),2010 RB12,,27,,,,,,0.00241975
       (2010 RC12),2010 RC12,,21.7,,,,,,0.23054
       (2010 RE12),2010 RE12,,22.1,,,,,,0.278464
       (2010 RF12),2010 RF12,,28.1,,,,,,0.000589213
       (2010 RQ30),2010 RQ30,,18.2,,,,,,0.0645555
       (2010 RS30),2010 RS30,,24,,,,,,0.133487
       (2010 RT30),2010 RT30,,23.3,,,,,,0.117662
       (2010 RU30),2010 RU30,,23.5,,,,,,0.10364
       (2010 RV30),2010 RV30,,24,,,,,,0.183957
       (2010 RW30),2010 RW30,,23.5,,,,,,0.152457
       (2010 RX30),2010 RX30,,27.1,,,,,,0.00125405
       (2010 RC31),2010 RC31,,26.4,,,,,,0.0662827
       (2010 RD31),2010 RD31,,22.5,,,,,,0.164393
       (2010 RE31),2010 RE31,,25.9,,,,,,0.0145805
       (2010 RF31),2010 RF31,,25.2,,,,,,0.0475213
       (2010 RG31),2010 RG31,,22.6,,,,,,0.0997661
       (2010 RH31),2010 RH31,,23.7,,,,,,0.160683
       (2010 RF42),2010 RF42,,25.1,,,,,,0.103875
       (2010 RG42),2010 RG42,,21.1,,,,,,0.131209
       (2010 RH42),2010 RH42,,23.8,,,,,,0.118122
       (2010 RJ42),2010 RJ42,,19.6,,,,,,0.280661
       (2010 RL42),2010 RL42,,22.6,,,,,,0.194289
       (2010 RM42),2010 RM42,,18.6,,,,,,0.338476
       (2010 RH43),2010 RH43,,26.2,,,,,,0.0708173
       (2010 RJ43),2010 RJ43,,23.2,,,,,,0.0208603
       (2010 RK43),2010 RK43,,20.7,,,,,,0.227098
       (2010 RL43),2010 RL43,,24.3,,,,,,0.00782411
       (2010 RX45),2010 RX45,,25.4,,,,,,0.0405295
       (2010 RJ53),2010 RJ53,,24,,,,,,0.019503
       (2010 RK53),2010 RK53,,27.9,,,,,,0.000272403
       (2010 RJ64),2010 RJ64,,24,,,,,,0.139915
       (2010 RK64),2010 RK64,,21,,,,,,0.0869469
       (2010 RP64),2010 RP64,,27.2,,,,,,0.0159237
       (2010 RQ64),2010 RQ64,,26.2,,,,,,0.0127482
       (2010 RM80),2010 RM80,,27.9,,,,,,0.0018069
       (2010 RN80),2010 RN80,,20.2,,,,,,0.0899884
       (2010 RO80),2010 RO80,,24.6,,,,,,0.0512072
       (2010 RP80),2010 RP80,,20.8,,,,,,0.172226
       (2010 RQ80),2010 RQ80,,22.7,,,,,,0.213472
       (2010 RR80),2010 RR80,,22.4,,,,,,0.227584
       (2010 RS80),2010 RS80,,26.5,,,,,,0.00499874
       (2010 RT80),2010 RT80,,23,,,,,,0.126751
       (2010 RM82),2010 RM82,,25.9,,,,,,0.00428079
       (2010 RN82),2010 RN82,,18.9,,,,,,0.363135
       (2010 RO82),2010 RO82,,16.8,,,,,,0.161496
       (2010 RA91),2010 RA91,,23.3,,,,,,0.0032459
       (2010 RM122),2010 RM122,,25.6,,,,,,0.0432078
       (2010 RB130),2010 RB130,,24.3,,,,,,0.0214981
       (2010 RC130),2010 RC130,,22.2,,,,,,0.0336412
       (2010 RD130),2010 RD130,,25.4,,,,,,0.0254692
       (2010 RK135),2010 RK135,,25.7,,,,,,0.0558608
       (2010 RG137),2010 RG137,,21,,,,,,0.106114
       (2010 RA147),2010 RA147,,19.3,,,,,,0.0105501
       (2010 RR179),2010 RR179,,21.2,,,,,,0.113919
       (2010 RS180),2010 RS180,,20.7,,,,,,0.109848
       (2010 RF181),2010 RF181,,20.7,,,,,,0.0104773
       (2010 SB),2010 SB,,22,,,,,,0.198226
       (2010 SC),2010 SC,,26,,,,,,0.0228404
       (2010 SD),2010 SD,,24.8,,,,,,0.0220859
       (2010 SE),2010 SE,,24.3,,,,,,0.00710946
       (2010 SF),2010 SF,,25.4,,,,,,0.0139673
       (2010 SH),2010 SH,,23.2,,,,,,0.149399
       (2010 SJ),2010 SJ,,23.8,,,,,,0.0484945
       (2010 SP3),2010 SP3,,24.8,,,,,,0.00313087
       (2010 SR3),2010 SR3,,21.7,,,,,,0.192073
       (2010 SS3),2010 SS3,,21,,,,,,0.384844
       (2010 ST3),2010 ST3,,25.1,,,,,,0.038698
       (2010 SV3),2010 SV3,,20.8,,,,,,0.0561521
       (2010 SW3),2010 SW3,,26.6,,,,,,0.000585251
       (2010 SX3),2010 SX3,,24.9,,,,,,0.0661566
       (2010 SY3),2010 SY3,,23.1,,,,,,0.229322
       (2010 SZ3),2010 SZ3,,28.3,,,,,,0.0129343
       (2010 SX11),2010 SX11,,24.8,,,,,,0.0254513
       (2010 SA12),2010 SA12,,20.9,,,,,,0.148914
       (2010 SD12),2010 SD12,,23.8,,,,,,0.0756365
       (2010 SE12),2010 SE12,,24.2,,,,,,0.113485
       (2010 SD13),2010 SD13,,18.8,,,,,,0.124431
       (2010 SG13),2010 SG13,,18.4,,,,,,0.0657288
       (2010 SH13),2010 SH13,,21.5,,,,,,0.0437927
       (2010 SJ13),2010 SJ13,,21,,,,,,0.106782
       (2010 SK13),2010 SK13,,27.4,,,0.0144,,,0.00175327
       (2010 SL13),2010 SL13,,19.3,,,,,,0.196754
       (2010 SF15),2010 SF15,,21.1,,,,,,0.0648769
       (2010 SG15),2010 SG15,,25.1,,,,,,0.0883124
       (2010 SH15),2010 SH15,,22.6,,,,,,0.257167
       (2010 SJ15),2010 SJ15,,22.5,,,,,,0.0963871
       (2010 SK15),2010 SK15,,22.9,,,,,,0.0493602
       (2010 SL15),2010 SL15,,25.2,,,,,,0.116855
       (2010 SU15),2010 SU15,,26.1,,,,,,0.0617497
       (2010 SV15),2010 SV15,,26.7,,,,,,0.0353391
       (2010 SO16),2010 SO16,,20.5,,,,,,0.0273401
       (2010 SR16),2010 SR16,,24.3,,,,,,0.0514496
       (2010 SS16),2010 SS16,,23.4,,,,,,0.1258
       (2010 ST16),2010 ST16,,23.7,,,,,,0.0956586
       (2010 SA17),2010 SA17,,19.5,,,,,,0.201569
       (2010 SC17),2010 SC17,,22.7,,,,,,0.0230895
       (2010 SC41),2010 SC41,,19.9,,,,,,0.00105016
       (2010 TD),2010 TD,,26.8,,,,,,0.00501259
       (2010 TE),2010 TE,,26,,,,,,0.0173551
       (2010 TF),2010 TF,,25.6,,,,,,0.0638055
       (2010 TK),2010 TK,,25.3,,,,,,0.00547335
       (2010 TM3),2010 TM3,,20.6,,,0.043081,,,0.133741
       (2010 TN3),2010 TN3,,22.3,,,,,,0.250417
       (2010 TM4),2010 TM4,,22.6,,,,,,0.0643589
       (2010 TN4),2010 TN4,,27.5,,,,,,0.00932161
       (2010 TU5),2010 TU5,,18.9,,,8.828,,,0.0903885
       (2010 TK6),2010 TK6,,21.6,,,,,,0.256989
       (2010 TJ7),2010 TJ7,,19.7,,,,,,0.165688
       (2010 TK7),2010 TK7,,20.8,,,,,,0.0851276
       (2010 TG19),2010 TG19,,23.9,,,0.0193935,,,0.000623587
       (2010 TH19),2010 TH19,,20.5,,,,,,0.0359623
       (2010 TJ19),2010 TJ19,,26.1,,,,,,0.0303077
       (2010 TK19),2010 TK19,,24.9,,,,,,0.0406725
       (2010 TP19),2010 TP19,,23.7,,,,,,0.0985046
       (2010 TQ19),2010 TQ19,,25.3,,,,,,0.022965
       (2010 TS19),2010 TS19,,25.7,,,0.023,,,0.00260087
       (2010 TC47),2010 TC47,,20.4,,,,,,0.190344
       (2010 TZ53),2010 TZ53,,23,,,,,,0.0849126
       (2010 TB54),2010 TB54,,26.8,,,,,,0.0106718
       (2010 TC54),2010 TC54,,20.9,,,,,,0.149937
       (2010 TD54),2010 TD54,,28.9,,,0.0229317,,,4.96E-05
       (2010 TF54),2010 TF54,,19.7,,,,,,0.0707185
       (2010 TG54),2010 TG54,,26.6,,,,,,0.0107401
       (2010 TH54),2010 TH54,,23.9,,,,,,0.0477436
       (2010 TJ54),2010 TJ54,,19.8,,,,,,0.296532
       (2010 TK54),2010 TK54,,19.3,,,,,,0.0143882
       (2010 TM54),2010 TM54,,23.9,,,,,,0.201711
       (2010 TN54),2010 TN54,,19.2,,,12.2,,,0.163681
       (2010 TP54),2010 TP54,,21.7,,,,,,0.03984
       (2010 TQ54),2010 TQ54,,24.4,,,,,,0.0687312
       (2010 TR54),2010 TR54,,24.5,,,,,,0.0712221
       (2010 TS54),2010 TS54,,24.5,,,,,,0.129414
       (2010 TU54),2010 TU54,,21.4,,,,,,0.264438
       (2010 TV54),2010 TV54,,25.7,,,,,,0.00669845
       (2010 TW54),2010 TW54,,27.6,,,,,,0.000860787
       (2010 TX54),2010 TX54,,20.9,,,,,,0.104133
       (2010 TY54),2010 TY54,,21.6,,,,,,0.213648
       (2010 TA55),2010 TA55,,22,,,,,,0.188367
       (2010 TC55),2010 TC55,,20.3,,,2.446,,,0.119841
       (2010 TD55),2010 TD55,,23.2,,,,,,0.0715363
       (2010 TE55),2010 TE55,,28,,,,,,0.00170686
       (2010 TF55),2010 TF55,,24.1,,,,,,0.119014
       (2010 TK55),2010 TK55,,23.8,,,,,,0.0556196
       (2010 TM55),2010 TM55,,22.8,,,,,,0.286445
       (2010 TN55),2010 TN55,,26.9,,,,,,0.00142857
       (2010 TO55),2010 TO55,,26.5,,,,,,0.00552865
       (2010 TP55),2010 TP55,,20.5,,,,,,0.0033636
       (2010 TS55),2010 TS55,,24.3,,,,,,0.145847
       (2010 TL117),2010 TL117,,19.5,,,,,,0.380061
       (2010 TS149),2010 TS149,,20,,,,,,0.0269763
       (2010 TU149),2010 TU149,,20.7,,,,,,0.0116128
       (2010 TV149),2010 TV149,,18.6,,,,,,0.0454087
       (2010 TW149),2010 TW149,,25.9,,,,,,0.00422039
       (2010 TX149),2010 TX149,,22.7,,,,,,0.138267
       (2010 TJ167),2010 TJ167,,21.1,,,,,,0.257272
       (2010 TK167),2010 TK167,,23.1,,,,,,0.0640402
       (2010 TL167),2010 TL167,,22.4,,,,,,0.114337
       (2010 TM167),2010 TM167,,21.2,,,,,,0.087406
       (2010 TN167),2010 TN167,,27.1,,,,,,0.00932042
       (2010 TX168),2010 TX168,,20,,,,,,0.0213248
       (2010 TA178),2010 TA178,,19.9,,,,,,0.231075
       (2010 UB),2010 UB,,24.7,,,,,,0.00979145
       (2010 UC),2010 UC,,27.4,,,,,,0.00502862
       (2010 UD),2010 UD,,21.1,,,,,,0.0143699
       (2010 UE),2010 UE,,29.6,,,,,,0.000155922
       (2010 UG),2010 UG,,25.4,,,,,,0.0377197
       (2010 UH),2010 UH,,27.1,,,,,,0.00120488
       (2010 UJ),2010 UJ,,26.2,,,,,,0.00329055
       (2010 UK),2010 UK,,26.8,,,,,,0.00138133
       (2010 UM),2010 UM,,22.2,,,,,,0.195622
       (2010 UO),2010 UO,,26.3,,,,,,0.0281727
       (2010 UP),2010 UP,,24.7,,,,,,0.0150119
       (2010 UX6),2010 UX6,,23.1,,,,,,0.0190162
       (2010 UY6),2010 UY6,,20.1,,,,,,0.0601548
       (2010 UZ6),2010 UZ6,,26.4,,,,,,0.0326189
       (2010 UA7),2010 UA7,,23.3,,,,,,0.173402
       (2010 UB7),2010 UB7,,22.2,,,,,,0.23342
       (2010 UC7),2010 UC7,,24.7,,,,,,0.00454421
       (2010 UE7),2010 UE7,,19.2,,,,,,0.152765
       (2010 UF7),2010 UF7,,19.3,,,,,,0.117277
       (2010 UG7),2010 UG7,,21.4,,,,,,0.0220186
       (2010 UH7),2010 UH7,,18.9,,,,,,0.236218
       (2010 UJ7),2010 UJ7,,25.4,,,0.05305,,,0.000445909
       (2010 UL7),2010 UL7,,21.6,,,,,,0.246212
       (2010 UM7),2010 UM7,,27.6,,,,,,0.00287332
       (2010 UO7),2010 UO7,,23.7,,,,,,0.11151
       (2010 UP7),2010 UP7,,25.8,,,,,,0.069291
       (2010 UQ7),2010 UQ7,,20,,,,,,0.0169696
       (2010 UR7),2010 UR7,,27.4,,,,,,0.00557361
       (2010 US7),2010 US7,,19,,,,,,0.0423361
       (2010 UT7),2010 UT7,,19.6,,,,,,0.0207753
       (2010 UV7),2010 UV7,,22.3,,,,,,0.170619
       (2010 UW7),2010 UW7,,24,,,,,,0.128621
       (2010 UX7),2010 UX7,,21.1,,,,,,0.141792
       (2010 UY7),2010 UY7,,28.5,,,,,,0.00103893
       (2010 UZ7),2010 UZ7,,24.8,,,,,,0.0125948
       (2010 UB8),2010 UB8,,19.7,,,,,,0.193217
       (2010 UD8),2010 UD8,,24.6,,,,,,0.0710171
       (2010 UE8),2010 UE8,,25,,,,,,0.0845749
       (2010 UK8),2010 UK8,,20,,,,,,0.0198212
       (2010 UL8),2010 UL8,,23.6,,,,,,0.103501
       (2010 UE51),2010 UE51,,28.3,,,,,,0.00880122
       (2010 UX95),2010 UX95,,19.3,,,,,,0.280543
       (2010 VB),2010 VB,,25.6,,,,,,0.0111128
       (2010 VE),2010 VE,,19.7,,,,,,0.128557
       (2010 VF),2010 VF,,25.6,,,,,,0.0161483
       (2010 VG),2010 VG,,23.9,,,,,,0.184183
       (2010 VH),2010 VH,,27.1,,,,,,0.06503
       (2010 VJ),2010 VJ,,22.5,,,,,,0.240957
       (2010 VK),2010 VK,,21.3,,,,,,0.178114
       (2010 VL),2010 VL,,25.2,,,,,,0.0454375
       (2010 VM),2010 VM,,26.1,,,,,,0.0871246
       (2010 VO),2010 VO,,23.9,,,,,,0.108909
       (2010 VP),2010 VP,,23.7,,,,,,0.0261834
       (2010 VQ),2010 VQ,,27.7,,,,,,0.00112289
       (2010 VR),2010 VR,,24.5,,,,,,0.0542646
       (2010 VU),2010 VU,,24.9,,,,,,0.0349622
       (2010 VX),2010 VX,,23.2,,,,,,0.107225
       (2010 VY),2010 VY,,24.9,,,,,,0.0358636
       (2010 VZ),2010 VZ,,19.5,,,,,,0.0476686
       (2010 VB1),2010 VB1,,23.4,,,,,,0.000715407
       (2010 VD1),2010 VD1,,22.1,,,,,,0.0532054
       (2010 VE1),2010 VE1,,19.7,,,,,,0.316093
       (2010 VF1),2010 VF1,,20.4,,,,,,0.229322
       (2010 VG1),2010 VG1,,20.4,,,,,,0.0497044
       (2010 VH1),2010 VH1,,21.3,,,,,,0.0867197
       (2010 VJ1),2010 VJ1,,24.1,,,,,,0.0797495
       (2010 VL1),2010 VL1,,20.4,,,,,,0.317165
       (2010 VM1),2010 VM1,,20.2,,,,,,0.174888
       (2010 VN1),2010 VN1,,28.3,,,,,,0.000614273
       (2010 VO1),2010 VO1,,26.1,,,,,,0.0183113
       (2010 VT11),2010 VT11,,21.5,,,,,,0.0122445
       (2010 VU11),2010 VU11,,24.7,,,,,,0.153123
       (2010 VZ11),2010 VZ11,,25.6,,,0.156,,,0.00406016
       (2010 VA12),2010 VA12,,19.5,,,,,,0.0534333
       (2010 VO21),2010 VO21,,28.7,,,,,,0.00465543
       (2010 VP21),2010 VP21,,23.4,,,,,,0.023176
       (2010 VQ21),2010 VQ21,,22.2,,,,,,0.135086
       (2010 VR21),2010 VR21,,29.255,,,,0.42116,,0.00142528
       (2010 VS21),2010 VS21,,24.1,,,,,,0.10245
       (2010 VT21),2010 VT21,,27.3,,,,,,0.0264067
       (2010 VU21),2010 VU21,,24.9,,,,,,0.021276
       (2010 VV21),2010 VV21,,23.1,,,,,,0.16762
       (2010 VX39),2010 VX39,,19.3,,,,,,0.060112
       (2010 VA40),2010 VA40,,26.3,,,,,,0.0352463
       (2010 VB40),2010 VB40,,24.7,,,,,,0.0746525
       (2010 VC40),2010 VC40,,24,,,,,,0.180708
       (2010 VL65),2010 VL65,,28.4,,,,,,0.00614419
       (2010 VM65),2010 VM65,,23.6,,,,,,0.0529183
       (2010 VN65),2010 VN65,,20.2,,,,,,0.226743
       (2010 VS71),2010 VS71,,23.7,,,,,,0.0153431
       (2010 VY71),2010 VY71,,24.5,,,,,,0.0694505
       (2010 VZ71),2010 VZ71,,19.5,,,,,,0.306248
       (2010 VA72),2010 VA72,,23.3,,,,,,0.0570446
       (2010 VB72),2010 VB72,,20.8,,,,,,0.139982
       (2010 VC72),2010 VC72,,23.3,,,,,,0.0202582
       (2010 VD72),2010 VD72,,21.5,,,,,,0.0128916
       (2010 VW75),2010 VW75,,21.7,,,,,,0.0680002
       (2010 VZ75),2010 VZ75,,25.1,,,,,,0.172719
       (2010 VA76),2010 VA76,,24,,,,,,0.178147
       (2010 VN98),2010 VN98,,22.3,,,,,,0.115572
       (2010 VO98),2010 VO98,,25.3,,,,,,0.027761
       (2010 VP98),2010 VP98,,24.4,,,,,,0.117604
       (2010 VQ98),2010 VQ98,,28.2,,,,0.31888,,0.00416661
       (2010 VU98),2010 VU98,,24.8,,,,,,0.0288152
       (2010 VV98),2010 VV98,,24.6,,,,,,0.00260082
       (2010 VW98),2010 VW98,,22.6,,,,,,0.121356
       (2010 VA99),2010 VA99,,22.9,,,,,,0.0409167
       (2010 VB99),2010 VB99,,21.4,,,,,,0.0516044
       (2010 VD99),2010 VD99,,24.6,,,,,,0.0443964
       (2010 VD139),2010 VD139,,26.2,,,,,,0.012564
       (2010 VE139),2010 VE139,,22.1,,,,,,0.224733
       (2010 VF139),2010 VF139,,23.8,,,,,,0.147807
       (2010 VJ139),2010 VJ139,,21.9,,,,,,0.0675773
       (2010 VK139),2010 VK139,,23.7,,,0.0299522,,,0.00615573
       (2010 VL139),2010 VL139,,26.8,,,,,,0.00640077
       (2010 VM139),2010 VM139,,25.4,,,,,,0.010176
       (2010 VN139),2010 VN139,,24.4,,,,,,0.0257271
       (2010 VO139),2010 VO139,,26.46,,,,0.27795,,0.0078106
       (2010 VP139),2010 VP139,,29.206,,,,0.25661,,0.000480545
       (2010 VQ139),2010 VQ139,,27.18,,,,0.49839,,0.0498596
       (2010 VR139),2010 VR139,,26.571,,,,0.18218,,0.00775839
       (2010 VW139),2010 VW139,,24.4,,,,,,0.0596099
       (2010 VX139),2010 VX139,,20.5,,,,,,0.0941842
       (2010 VY139),2010 VY139,,20.6,,,,,,0.0910035
       (2010 VZ139),2010 VZ139,,23.1,,,,,,0.0200424
       (2010 VA140),2010 VA140,,25.9,,,,,,0.0407124
       (2010 VB140),2010 VB140,,21.8,,,,,,0.189862
       (2010 VC140),2010 VC140,,27.9,,,,,,0.00173604
       (2010 VK188),2010 VK188,,18.5,,,,,,0.291961
       (2010 VY190),2010 VY190,,19.3,,,,,,0.297965
       (2010 VW194),2010 VW194,,26.5,,,,,,0.000627475
       (2010 VU198),2010 VU198,,18.4,,,,,,0.311603
       (2010 WA),2010 WA,,30,,,0.0085799,,,0.000569837
       (2010 WB),2010 WB,,24.1,,,,,,0.00391941
       (2010 WC),2010 WC,,25.3,,,,,,0.00383462
       (2010 WH),2010 WH,,19.2,,,,,,0.44702
       (2010 WJ),2010 WJ,,18.4,,,,,,0.455562
       (2010 WL),2010 WL,,20.1,,,,,,0.191206
       (2010 WS),2010 WS,,24.9,,,,,,0.0108805
       (2010 WT),2010 WT,,23.3,,,,,,0.112151
       (2010 WC1),2010 WC1,,27.7,,,,,,0.0104527
       (2010 WD1),2010 WD1,,26.5,,,,,,0.00323753
       (2010 WE1),2010 WE1,,24.6,,,,,,0.0726757
       (2010 WF1),2010 WF1,,24.4,,,,,,0.150347
       (2010 WG1),2010 WG1,,23,,,,,,0.0442393
       (2010 WH1),2010 WH1,,26,,,,,,0.032811
       (2010 WJ1),2010 WJ1,,25.2,,,,,,0.038887
       (2010 WB3),2010 WB3,,19.8,,,,,,0.110876
       (2010 WC3),2010 WC3,,22.1,,,,,,0.0111299
       (2010 WF3),2010 WF3,,20.9,,,,,,0.177425
       (2010 WG3),2010 WG3,,22.8,,,,,,0.11286
       (2010 WH3),2010 WH3,,20.7,,,,,,0.0914335
       (2010 WQ7),2010 WQ7,,18.2,,,,,,0.165421
       (2010 WR7),2010 WR7,,23.5,,,,,,0.0252887
       (2010 WP8),2010 WP8,,18.4,,,,,,0.182483
       (2010 WT8),2010 WT8,,21.5,,,,,,0.0704191
       (2010 WU8),2010 WU8,,24.2,,,,,,0.0371455
       (2010 WV8),2010 WV8,,21.9,,,,,,0.00317689
       (2010 WW8),2010 WW8,,26.907,,,,0.35484,,0.0251888
       (2010 WY8),2010 WY8,,21.2,,,,,,0.233018
       (2010 WZ8),2010 WZ8,,20.7,,,,,,0.00988209
       (2010 WA9),2010 WA9,,25.6,,,0.097,,,0.00310462
       (2010 WB9),2010 WB9,,24,,,,,,0.0659226
       (2010 WC9),2010 WC9,,23.5,,,,,,0.000179073
       (2010 WD9),2010 WD9,,23.7,,,,,,0.00217873
       (2010 WE9),2010 WE9,,20,,,,,,0.255698
