(4294) Horatius,*,12.499,0.1,2
(43) Ariadne,,5.762,0.13-0.66,4
(430) Hybris,,7.205,0.54,3
(43032) 1999 VR26,*,32.89,0.6,2
(431) Nephele,,9.102,0.02-0.13,3
(4317) Garibaldi,,28.5,0.14,1
(432) Pythia,,8.252,0.14,3
(4324) 1981 YA1,*,26.589,0.72,3
(433) Eros,,5.27,0.04-1.49,4
(4332) Milton,*,,,N
(434) Hungaria,,26.51,0.7,3
(4341) Poseidon,,6.262,0.08,2
(435) Ella,,4.623,0.38,3
(436) Patricia,,16.133,0.22,3
(4368) Pillmore,*,3.6054,0.29,3
(437) Rhodia,,56,0.38,1
(438) Zeuxo,,8.831,0.13,3
(439) Ohio,,19.2,0.24,2:00 AM
(44) Nysa,,6.422,0.22-0.55,4
(440) Theodora,,4.828,0.43,3
(441) Bathilde,,10.447,0.13,3
(4418) Fredfranklin,*,4.819,0.24,3
(442) Eichsfeldia,,11.871,0.38,3
(4422) Jarre,,5.428,0.12,2
(4423) Golden,,10.51,0.17,2
(443) Photographic,a,16.?,0.3,1
(4431) Holeungholee,*,8.17,0.52,3
(4432) McGraw-Hill,,,0.06,
(4435) Holt,,,,N
(4436) 1983 EX,,6.656,0.4,2
(444) Gyptis,,6.214,0.15,3
(4440) Tchantches,*,2.7883,0.24-0.32,3
(4448) Phildavis,,14.914,0.73,3
(445) Edna,,19.97,0.21,2
(4451) Grieve,,6.864,0.8,3
(4455) Ruriko,,4.23,0.41,2
(4457) van Gogh,*,7.606,0.11,2
(446) Aeternitas,,15.85,>0.33,2
(447) Valentine,*,9.651,0.18,3
(4483) Petofi,,4.28,0.98,3
(4486) Mithra,,100,1,2 TR
(449) Hamburga,,,<0.01,
(4490) Bambery,*,5.815,0.9,3
(4492) Debussy,*,26.606,0.48,3 B?
(4497) Taguchi,,3.563,0.15,2
(45) Eugenia,,5.699,0.08-0.41,4 B
(450) Brigitta,,>10.,>0.2,1
(4503) Cleobulus,,3.13,0.22,2
(4507) 1990 FV,*,6.58,0.4,3
(4509) Gorbatskij,,6.006,0.35-0.81,3
(451) Patientia,,9.727,0.05-0.10,4
(453) Tea,,6.4,0.37,2
(454) Mathesis,,7.075,0.28,2
(4547) Massachusett,s       *,7.703,0.29,3
(455) Bruchsalia,*,11.838,0.12,2
(4558) Janesick,,100,>0.11,1
(456) Abnoba,,18.203,0.24,2
(45646) 2000 EE45,,6.4,0.4,1
(4577) Chikako,,5.83,0.55,3
(458) Hercynia,,22.3,0.33,2
(4580) Child,*,4.181,0.24,2 N
(4587) Rees,*,7.7886,0.78,3 N
(459) Signe,,6.38,0.25,2:00 PM
(46) Hestia,,21.04,0.11,3
(46053) Davidpatters,on      *,5,0.4,2
(4608) 1988 BW3,*,13.944,0.08,3 N
(462) Eriphyla,,8.64,0.14-0.25,2
(4628) Laplace,,11.11,0.31-0.48,2
(463) Lola,*,6.206,0.2,3
(4631) Yabu,*,7.356,0.44,3
(464) Megaira,*,12.91,0.08,2
(4649) Sumoto,*,26.31,0.3,2
(4659) Roddenberry,,12,0.14,1
(466) Tisiphone,,8.824,0.11,2
(4660) Nereus,,15.1,0.6,2
(4674) Pauling,*,2.5306,0.05,3 B
(468) Lina,,8.3,0.1,1
(469) Argentina,,12.3,0.12,2
(47) Aglaja,,13.2,0.03-0.17,4
(470) Kilia,,,<0.2,1:00 PM
(471) Papagena,,7.113,0.11-0.13,3
(4713) Steel,,5.186,0.44,3
(47171) 1999 TC36,,6?,0.06,1 B
(472) Roma,,9.8007,0.4,3
(4736) Johnwood,*,6.21,0.83,3
(4744) 1988 RF5,,4.009,0.44,3
(476) Hedwig,,27.33,0.13,3
(4769) Castalia,,4.095,1,4
(477) Italia,*,,,1 N
(4774) Hobetsu,,3.577,0.23,3
(478) Tergeste,*,16.105,0.22,2
(479) Caprera,,9.4277,0.12-0.29,2
(47932) 2000 GN171,,8.329,0.61,3
(48) Doris,,11.89,0.35,3
(480) Hansa,,16.19,0.58,3
(481) Emita,,14.35,0.3,2
(4816) Connelly,,3.898,0.36,3
(482) Petrina,,18,0.1,2
(483) Seppina,,12.727,0.28,3
(484) Pittsburghia,,10.63,0.33,3
(485) Genua,,17.59,0.12,3
(486) Cremona,*,65.9,1,2
(4867) Polites,,>20.,>0.25,3
(487) Venetia,,13.28,0.05-0.30,2
(488) Kreusa,,19.26,0.08-0.2,3
(489) Comacina,,9.02,0.33,3
(4894) Ask,,3.4,0.16,2
(4896) Tomoegozen,,8.869,0.65,3
(49) Pales,,10.42,0.15-0.20,3
(490) Veritas,,7.93,0.33,3
(4908) Ward,,10.96,0.93,2 N
(491) Carina,,14.87,0.12,3
(4914) Pardina,,4.142,0.23,2
(492) Gismonda,,6.488,0.1,3
(4924) Hiltner,,4.9,0.15,1
(4937) 1986 CL1,*,3.123,0.22,3
(49385) 1998 XA12,*,2.5231,0.15,3
(494) Virtus,*,5.57,0.12,2
(4949) 1988 WE,*,2.6798,0.1,3
(495) Eulalia,,29.2,0.04-0.30,4
(4953) 1990 MU,,14.218,0.68,3
(4954) Eric,,12.056,0.66,3
(4957) Brucemurray,,2.8922,0.14-0.38,4
(497) Iva,,4.62,0.38-0.50,3
(4979) Otawara,,2.707,0.27,3
(498) Tokio,,>20.,>0.36,2
(499) Venusia,,13.48,0.33,3
(4995) 1984 QR,,26.37,0.82,2
(5) Astraea,,16.8,0.10-0.30,4
(50) Virginia,,14.31,0.15,2
(500) Selinur,,9,>0.10,1
(50000) Quaoar,,17.6788,0.13,2
(501) Urhixidur,,15,0.1,1
(5010) Amenemhet,,3.2,0.14-0.30,1
(5016) Migirenko,,4.8,0.3,1
(502) Sigune,,10.5,0.35,2
(50203) 2000 AH203,,7,0.9,1
(503) Evelyn,,38.7,0.5,2
(5035) Swift,*,9.5,0.32,2
(5036) Tuttle,*,3.775,0.30-0.42,3
(504) Cora,,24.06,>0.40,2
(5046) Carletonmoor,e,6.05,0.21,2
(505) Cava,*,8.1789,0.15-0.23,3
(506) Marion,,10.599,0.23-0.35,2
(507) Laodica,,4.705,0.22,3
(5076) Lebedev-Kuma,ch,3.219,0.14,2
(508) Princetonia,,52.8,0.4,3
(5080) Oja,*,7.222,0.38,3
(509) Iolanda,,12.306,0.39,3
(51) Nemausa,,7.783,0.10-0.14,4 3
(510) Mabella,,19.4,0.25,3
(5104) Skripnichenk,o,6.14,>0.21,2
(5108) Lubeck,*,8.769,0.43,3
(511) Davida,,5.1294,0.06-0.25,4
(5111) Jacliff,*,2.839,0.18,3
(512) Taurinensis,,5.585,0.14-0.35,3
(513) Centesima,,5.23,0.45,3
(514) Armida,*,21.874,0.16-0.4,2
(5143) Heracles,,long?,<0.2,1 N
(5145) Pholus,*,9.98,0.15-0.60,3
(516) Amherstia,,7.49,0.15-0.48,4
(517) Edith,*,9.274,0.12-0.18,2
(51773) 2001 MV,*,3.9976,0.16,3 N
(519) Sylvania,,17.962,0.4,3
(5199) Dortmund,,,<0.1,1
(52) Europa,,5.633,0.09-0.20,4
(520) Franziska,,14,0.51,2
(5208) Royer,,3.866,0.44,2
(521) Brixia,,>24.,>0.09,1
(5215) Tsurui,*,3.81,0.24,3
(522) Helga,*,8.126,0.27,2
(523) Ada,*,10.03,0.60-0.70,3
(5234) Sechenov,,12.067,0.22,1
(5237) Yoshikawa,*,,,1 N
(52387) 1993 OM7,,>26.,>0.4,2
(524) Fidelio,*,14.195,0.22,3
(5240) Kwasan,,5.35,0.48,2
(526) Jena,,9.474,0.27,3
(5261) Eureka,,6,>0.15,1
(5262) Brucegoldber,g,16.43,0.12,2
(52750) 1998 KK17,*,3.124,0.16,3
(52760) 1998 ML14,,14.98,0.12,2 N
(52762) 1998 MT24,,12.066,0.4,2 N
(528) Rezia,,7.337,0.36-0.38,3
(52872) Okyrhoe,,16.6,0.4,2
(5288) Nankichi,,13.781,0.19,2
(529) Preziosa,,27,0.56,2
(53) Kalypso,,17,>0.1,2:00 AM
(530) Turandot,,19.947,0.10-0.16,2
(531) Zerlina,*,>12.,0.12,2
(532) Herculina,,9.405,0.08-0.18,4
(53319) 1999 JM8,,136,0.7,2 T
(5332) 1990 DA,,5.803,0.35,3
(5333) Kanaya,*,3.8022,0.22,3
(534) Nassovia,,9.47,0.15-0.37,4
(53435) 1999 VM40,,5.1854,0.25-0.38,3 N
(5349) Paulharris,*,>3.,>0.06,2
(535) Montague,*,10.2482,0.25,3
(5357) 1992 EL,*,5.431,0.66,3
(536) Merapi,,8.78,0.38,3
(5368) Vitagliano,*,31,0.3,2
(537) Pauly,,16.25,0.17,2
(5370) Taranis,,,0.02,
(53789) 2000 ED104,,43,1.1,2 N
(538) Friederike,,27,0.12,1
(5381) Sekhmet,,3,0.1,1 NB
(5386) 1975 TH6,*,16.845,0.24,3
(539) Pamina,,13.903,0.1,3
(5391) Emmons,,3.028,0.16,2
(5399) Awa,,,,
(54) Alexandra,,7.024,0.10-0.31,4
(540) Rosamunde,,9.336,0.53,3
(5407) 1992 AX,,2.5488,0.11,2 B
(54071) 2000 GQ146,,51,>0.2,2 N
(542) Susanna,,10.0747,0.12,2 N
(543) Charlotte,,10.718,0.23,3 N
(5438) Lorre,,26,0.11,2
(5439) Couturier,,>50.,>0.47,2
(544) Jetta,*,7.745,0.44-0.52,3
(545) Messalina,,7.2,0.22,3
(54509) 2000 PH5,,0.2029,0.86,3 N
(54598) Bienor,,9.14,0.75,3
(546) Herodias,,10.4,0.07,1
(5468) Hamatonbetsu,,42.02,0.43,2
(547) Praxedis,,9.105,0.04,2
(5477) 1989 UH2,*,2.9946,0.11,3 B
(54789) 2001 MZ7,,37.57,1.4,3 T
(548) Kressida,,11.991,0.27,2
(549) Jessonda,*,5.938,0.1,2
(55) Pandora,,4.804,0.07-0.33,4
(550) Senta,,20.555,0.3,3
(551) Ortrud,,13.05,0.16,2
(5515) 1989 EL1,,5.23,0.58,3
(553) Kundry,*,12.605,0.52,3
(554) Peraga,,13.63,0.22,3
(5542) Moffatt,,5.195,0.27,1
(55565) 2002 AW197,*,,,
(556) Phyllis,,4.293,0.27,3
(55636) 2002 TX300,*,12.101,0.08,2:00 AM
(55637) 2002 UX25,*,14.382,0.21,2:00 AM
(55638) 2002 VE95,*,,<0.06,1
(55735) Magdeburg,*,15.41,0.14,2
(558) Carmen,*,11.387,0.2 -0.31,3
(5580) Sharidake,*,14.58,0.39,3
(5587) 1990 SB,,5.0522,0.80-1.25,4
(559) Nanon,,10.061,0.88,2
(5599) 1991 SG1,,3.62,0.26,3
(56) Melete,,18.14,0.06-0.10,2
(560) Delila,,,>0.1,
(5603) Rausudake,,6.79,0.3,3
(5604) 1992 FE,,6.026,0.1,2
(562) Salome,,10.4,0.14,1
(5626) 1991 FE,,2.46,0.07,2
(563) Suleika,,5.69,0.13-0.21,3
(5635) Cole,,5.794,0.27,3
(564) Dudu,*,8.882,0.43-0.55,3
(5641) McCleese,*,7.268,0.06,2:00 AM
(5645) 1990 SP,,30.39,0.7,2 T
(5646) 1990 TR,,6.25,0.19,2
(5647) 1990 TZ,,6.144,0.45,3
(565) Marbachia,*,4.587,0.22-0.26,3
(5653) Camarillo,,4.834,0.4 -0.85,3
(566) Stereoskopia,,17,0.08,1
(5660) 1974 MA,*,17.5,>0.3,2 N
(5661) Hildebrand,,13.61,0.21,2
(568) Cheruskia,,14.654,0.44,1
(5682) Beresford,*,7.536,0.2,2
(569) Misa,,13.154,0.24,2
(5690) 1992 EU,*,5,0.2,2
(5692) Shirao,,2.86,0.16,2
(5693) 1993 EA,,,>0.13,
(57) Mnemosyne,,12.463,0.12,3
(570) Kythera,,8.12,0.15-0.18,2
(5702) Morando,,9.5,0.62,3
(5711) Eneev,,>30.,>0.1,1
(572) Rebekka,,5.65,0.3,3
(573) Recha,*,7.165,0.22,3
(5732) 1988 WC,,3.1,0.3,2
(5738) Billpickerin,g,10.4,0.45,3
(575) Renate,,3.678,0.2,2
(5751) Zao,*,76,0.04-0.2,2
(576) Emanuela,,8.192,0.06,2 N
(5761) Andreivanov,,11.68,0.82,2
(577) Rhea,,11.5,0.31,1
(5775) Inuyama,*,4.8345,0.57,3
(578) Happelia,,10,0.2,2
(5786) Talos,,38.52,0.23,2 N
(579) Sidonia,,16.5,0.02-0.28,4
(5797) Bivoj,,2.706,0.12-0.17,3
(58) Concordia,*,9.895,0.1,3
(580) Selene,*,9.473,0.27,2
(5806) Archieroy,*,12.16,0.34,2
(581) Tauntonia,*,16.54,0.06,2
(5811) Keck,,60,>0.25,2
(58119) 1981 EJ9,,,0.14,
(5817) Robertfrazer,*,4.051,0.33,3
(582) Olympia,,36,>0.6,2
(583) Klotilde,,9.21,0.18,2
(5836) 1993 MF,,4.9543,0.53-0.76,3
(584) Semiramis,,5.0689,0.18-0.44,4
(5847) Wakiya,,23.95,0.1,1
(5849) 1990 HF1,*,8.733,0.6,3
(585) Bilkis,,6.442,0.38,2
(5858) Borovitskia,,7.553,0.18-0.40,3
(586) Thekla,,10.63,0.24,2
(587) Hypsipyle,,2.888,0.39,3
(5877) 1990 FP,*,8.91,0.09,2
(5878) Charlene,*,7.0584,0.2,3
(588) Achilles,,>12.,>0.12,1
(5892) Milesdavis,,10.59,0.26,3
(59) Elpis,,13.69,0.1,3
(590) Tomyris,,5.562,0.21,3
(5905) Johnson,*,3.7824,0.11,3 B
(591) Irmgard,,7.35,0.26,3
(5917) 1991 NG,,2.65,0.36,3
(592) Bathseba,,6.571,0.32,2
(5925) 1994 CP1,*,5.4,0.54,3
(593) Titania,,9.899,0.26,3
(594) Mireille,,4.966,0.18,3
(5940) Feliksobolev,,6.578,0.23,2
(595) Polyxena,,11.806,0.42,2
(596) Scheila,*,15.848,0.09,2
(5968) Trauger,*,7.56,0.1,2 3
(597) Bandusia,,11.496,0.11,2
(599) Luisa,,9.566,0.18,3
(6) Hebe,,7.2745,0.05-0.20,4
(60) Echo,,25.206,0.10-0.19,4
(600) Musa,*,5.886,0.28,3
(6003) 1988 VO1,,5,0.07,1
(602) Marianna,,30,0.3,1
(6037) 1988 EG,,2.76,0.2,2:00 AM
(604) Tekmessa,*,5.5596,0.52,3
(605) Juvisia,,15.855,0.26,2
(6050) Miwablock,*,5.7566,0.28,3 N
(6053) 1993 BW3,,2.573,0.03-0.5,4
(60558) Echeclus,*,26.802,0.24,2
(606) Brangane,,>24.,>0.18,1
(6065) 1987 OC,*,33.15,0.2,2
(607) Jenny,,7.344,0.22,2
(6084) Bascom,*,2.7454,0.22,3 B
(61) Danae,,11.45,0.3,3
(611) Valeria,,10.8,0.09,2
(613) Ginevra,,16.45,0.63,1
(614) Pia,,4.572,0.21-0.42,3
(6146) Adamkrafft,,6.964,0.18,3
(6153) Hershey,*,8.174,0.14,1
(6159) 1991 YH,*,10.639,0.78,-3
(616) Elly,,5.301,0.34,2
(617) Patroclus,,>40.,>0.1,1 NB
(6170) Levasseur,*,2.6519,0.14,3 N
(6178) 1986 DA,,3.5,0.32-0.48,3
(6185) 1987 YD,*,21.05,>0.33,-3
(619) Triberga,*,29.412,0.4,2
(62) Erato,*,9.2213,0.12-0.15,3
(620) Drakonia,,5.485,0.52,3
(621) Werdandi,,9.396,>0.4,1:00 PM
(622) Esther,,47.5,0.57,2
(6235) Burney,*,15.515,0.6,3
(6239) Minos,,3.5558,0.08,3 N
(624) Hektor,,6.921,0.1 -1.1,4
(6249) Jennifer,*,4.9535,0.11,2
(625) Xenia,,21.101,0.5,2
(626) Notburga,,19.39,0.21,2
(6260) Kelsey,,5.11,0.17,2
(6271) Farmer,*,35.8,>0.1,1
(628) Christine,,16.135,0.18-0.4,2
(63) Ausonia,,9.2976,0.15-0.95,4
(630) Euphemia,*,79.18,0.2,2
(631) Philippina,,5.923,0.06-0.58,3
(6310) Jankonke,*,3.0418,0.3,2
(6317) Dreyfus,*,5.25,1.05,3
(632) Pyrrha,,4.6,0.4,1 PD
(6322) 1991 CQ,,4.323,0.7,3
(6327) 1991 GP1,*,18.199,0.06,2
(633) Zelima,,10,>0.26,1 PN
(634) Ute,,11.803,0.13,2
(6354) Vangelis,,4.115,0.36,3
(636) Erika,*,14.603,0.29,3
(6361) 1978 VL11,*,9.1122,0.67,3
(6379) Vrba,*,5.11,0.3,3
(638) Moira,*,9.875,0.31,3
(6382) 1988 EL,*,2.895,0.06,2 3
(6386) 1989 NK1,,3.1381,0.08,2
(639) Latona,,6.22,0.35,2
(6393) 1990 HM1,*,32.7,0.24,2
(64) Angelina,,8.752,0.04-0.44,4
(640) Brambilla,,7.768,0.25,3
(6403) Steverin,*,3.485,0.35,3
(641) Agnes,,8.9,0.18,1:00 PM
(6410) Fujiwara,*,7.0073,0.85,3
(642) Clara,*,8.231,0.26,3
(643) Scheherezade,*,14.171,0.36,2
(644) Cosima,,15.13,0.16,1
(645) Agrippina,,32.6,0.18,2
(6455) 1992 HE,,5.471,0.03-0.09,2:00 AM
(6456) Golombek,*,2.5012,0.13,3
(6458) Nouda,,4.2,0.7,3
(6461) 1993 VB5,,3.55,0.13,1
(6475) Refugium,*,8.07,0.45-0.70,3
(6489) Golevka,,6.0297,0.28-1.03,4
(6490) 1991 NR2,,4.468,0.26,2
(65) Cybele,,4.041,0.04-0.12,4
(6500) Kodaira,*,5.533,0.8,2 N
(651) Antikleia,*,20.287,0.4,2
(6510) Tarry,,7,0.54,2
(6517) 1990 BW,,8.642,0.64,2
(653) Berenike,,14.14,0.08,2
(6536) Vysochinska,,6.109,0.53,2
(654) Zelinda,,31.9,0.3,2
(65407) 2002 RP120,*,200,0.6,2
(655) Briseis,,>11.,>0.12,1
(6556) Arcimboldo,*,2.5158,0.16,3
(656) Beagle,*,7.035,0.9 -1.2,3
(65679) 1989 UQ,,7.733,0.27,2
(6569) 1993 MO,,5.959,0.98,2
(657) Gunlod,,15.7,0.2,2
(65706) 1992 NA,,6.992,0.37,2
(65717) 1993 BX3,,20.463,0.91,2
(65784) 1995 UF4,*,6.592,0.1,2 N
(658) Asteria,,28,0.32,1
(65803) Didymos,*,2.2593,0.08,3 B
(659) Nestor,,15.1,0.31-0.34,2
(65909) 1998 FH12,,3,,2 R
(66) Maja,,9.733,0.45,3 N
(660) Crescentia,,7.92,0.33,3
(66063) 1998 RO1,*,2.4924,0.13-0.16,3 B
(661) Cloelia,*,5.536,0.28,3
(6610) 1993 BL3,*,3.014,0.22,2 N
(6611) 1993 VW,*,2.5568,0.15,3 B?
(66146) 1998 TU3,,2.375,0.09-0.15,3
(66251) 1999 GJ2,*,2.4621,0.13,3 N
(663) Gerlinde,*,10.24,0.28,2
(6634) 1987 KB,,4.492,0.22,2
(66391) 1999 KW4,*,2.765,0.12,3 B
(664) Judith,,10.76,0.4,2
(665) Sabine,,4.29,0.34,3
(6650) Morimoto,,13.49,0.24,2
(666) Desdemona,,15.45,0.11,2
(66652) 1999 RZ253,*,,<0.05,
(667) Denise,*,12.687,0.24,3
(67) Asia,,15.89,0.15-0.23,3
(670) Ottegebe,,10.045,0.35,3
(673) Edda,*,14.92,0.12,2
(674) Rachele,*,30.96,0.16,2
(6743) Liu,,7.364,0.4,3
(675) Ludmilla,*,7.7172,0.17-0.38,4
(676) Melitta,,7.87,0.2,2
(677) Aaltje,*,>10.,<0.1,1:00 PM
(678) Fredegundis,,11.606,0.25,2
(679) Pax,,8.452,0.07-0.32,3
(68) Leto,,14.848,0.15-0.19,3 3
(683) Lanzia,,8.63,0.12,3 4
(68346) 2001 KZ66,*,2.7,,2 NR
(684) Hildburg,,11.92,0.23,2
(6859) Datemasamune,*,12.95,0.12,2 3
(686) Gersuind,,6.313,0.37,3
(687) Tinette,,7.395,0.33,3
(6877) Giada,*,4.1745,0.47,3
(688) Melanie,,,<0.05,
(689) Zita,,6.425,0.5,3
(68950) 2002 QF15,,29,>0.3,2 NR
(6897) Tabei,,5.862,0.43,3
(69) Hesperia,,5.6552,0.12-0.20,4
(690) Wratislavia,,8.64,0.09-0.20,3
(691) Lehigh,*,10.482,0.12,2
(6911) Nancygreen,*,5.342,0.52,2
(692) Hippodamia,,8.98,0.5,3
(69230) Hermes,,13.894,0.06,3 B
(694) Ekard,,5.922,0.15-0.50,4
(695) Bella,,14.222,0.35,3
(696) Leonora,*,17.988,0.1,2
(697) Galilea,,16.538,0.23,2
(6974) 1992 MC,*,2.423,0.16,3
(698) Ernestina,,5.033,0.71,3
(69880) 1998 SQ81,*,7.68,0.08,2
(699) Hela,,3.3962,0.19-0.60,3
(7) Iris,,7.139,0.04-0.29,4
(70) Panopaea,,15.797,0.12,3
(700) Auravictrix,*,6.075,0.42,3
(70030) Margaretmill,er      *,3.976,0.55,3
(701) Oriola,*,9.09,0.2,3
(702) Alauda,,8.36,0.07-0.10,2
(7025) 1993 QA,,2.5057,0.32,3
(704) Interamnia,,8.727,0.03-0.11,4
(7041) Nantucket,,4.3,0.11,1
(705) Erminia,*,53.96,0.12,2
(706) Hirundo,,22.072,0.75-0.9,3
(7066) Nessus,,,0.5,
(707) Steina,,24,0.1,1
(7088) Ishtar,*,2.679,0.11,3 B
(709) Fringilla,,52.4,0.18,3
(71) Niobe,*,35.5,0.22,2+
(71031) 1999 XE68,*,20.19,0.39,2
(711) Marmulla,,,0.07,
(712) Boliviana,,11.732,0.11,2
(713) Luscinia,,8.28,0.21,2
(714) Ulula,,6.998,0.55,3
(716) Berkeley,,>17.,>0.2,1:00 PM
(717) Wisibada,,,,
(7187) Isobe,,2.44,0.24,3
(719) Albert,,5.801,0.74-0.94,3
(72) Feronia,,8.097,0.11,3
(720) Bohlinia,,8.919,0.17-0.46,4
(721) Tabora,,8,0.19,2:00 AM
(722) Frieda,,,>0.04,
(7229) Tonimoore,,4,0.37,2
(725) Amanda,,3.749,0.35,3
(726) Joella,,13.04,0.12,3
(727) Nipponia,,5.07,0.14,2
(728) Leonisis,,5,>0.13,1
(729) Watsonia,,16.71,0.18,2
(73) Klytia,,8.297,0.82,3
(731) Sorga,*,8.184,0.52,3
(732) Tjilaki,,12.34,0.19,3
(733) Mocia,,11.35,0.29,2
(7335) 1989 JA,,,,N
(7336) Saunders,,6.423,0.2 -0.3,2
(734) Benda,,7.106,0.27,3
(7341) 1991 VK,,4.2096,0.28-0.70,3
(73480) 2002 PN34,,8.45,0.18,2:00 AM
(735) Marghanna,,15.95,0.11,2
(7358) Oze,,5.488,0.22,2 N
(736) Harvard,,6.7,0.32,3
(737) Arequipa,,14.13,0.15,3
(738) Alagasta,*,17.83,0.2,2
(739) Mandeville,,11.931,0.14,2
(74) Galatea,,8.629,0.09,2
(740) Cantabia,,>24.,,1 N
(741) Botolphia,,16,0.4,1 D
(742) Edisona,,18.386,0.24,2
(743) Eugenisis,*,10.23,0.2,3
(744) Aguntina,,17.47,0.5,3
(746) Marlu,,7.787,0.23,2
(7467) 1989 WQ1,,7.633,0.4,3
(747) Winchester,,9.402,0.08-0.13,4
(7474) 1992 TC,,5.54,0.07,2
(748) Simeisa,,11.88,0.22,2
(7480) Norwan,,35.9,>0.5,2
(7482) 1994 PC1,,2.5999,0.29,3
(75) Eurydike,,5.357,0.12,3
(750) Oskar,*,6.47,0.07,2
(7505) Furusho,,4.14,0.65-0.75,3
(751) Faina,,23.678,0.36,3
(752) Sulamitis,*,27.367,0.2,3
(753) Tiflis,,9.85,0.35-0.8,3
(754) Malabar,,11.74,0.38,3
(755) Quintilla,*,4.551,0.08-0.38,3
(7550) 1981 EV8,,3.14,0.32,2
(756) Lilliana,*,9.362,0.56-0.9,2
(7560) Spudis,*,5.402,0.17,2 3
(7564) 1988 CA,,30.58,0.65,3
(757) Portlandia,*,6.58,0.24-0.45,3
(75747) 2000 AX153,,6.38,0.28,2
(758) Mancunia,,6.902,0.15,2
(759) Vinifera,,14.229,0.36,3
(7593) 1992 WP4,*,2.557,0.14,3
(76) Freia,,9.972,0.10-0.33,2
(760) Massinga,,10.72,0.14,3
(7603) Salopia,,,<0.05,1
(761) Brendelia,,,,
(762) Pulcova,,5.839,0.3,3 B
(766) Moguntia,,3.446,0.23,3
(7660) 1993 VM1,*,5.916,0.32,3 N
(7663) 1994 RX1,,32.3,0.4,1
(76818) 2000 RG79,*,3.1664,0.14,3 B
(769) Tatjana,,35.08,0.33,2
(77) Frigga,,9.012,0.07-0.19,3
(770) Bali,,5.951,0.55,3
(771) Libera,,5.892,0.53-0.57,3
(7719) 1997 GT36,*,29.56,0.31,2
(773) Irmintraud,,6.7514,0.1,3
(775) Lumiere,,6.104,0.26,2
(7757) 1990 KO,,5.98,0.11,2:00 AM
(776) Berbericia,*,7.668,0.11-0.21,3
(7760) 1990 RW3,*,25.9,0.35,3 N
(777) Gutemberga,,12.88,0.25,2
(7776) Takeishi,*,8.9,0.05,1
(778) Theobalda,,11.659,0.18,3
(779) Nina,,11.186,0.25,3
(78) Diana,,7.225,0.02-0.14,2
(781) Kartvelia,,19.059,0.25,2
(7816) Hanoi,,5.18,0.72,2
(782) Montefiore,,4.08,0.43,3
(7822) 1991 CS,,2.389,0.27-0.32,3
(783) Nora,,34.4,0.08-0.2,2
(784) Pickeringia,,13,0.4,2
(785) Zwetana,*,8.8882,0.13-0.18,3
(787) Moskva,,6.0556,0.47-0.60,3
(7887) Bratfest,,,,
(7888) 1993 UC,,2.34,0.1,2
(7889) 1994 LX,,2.741,0.32-0.39,2
(789) Lena,,,,0
(7895) Kaseda,*,5.093,0.1,2
(79) Eurynome,,5.978,0.05-0.24,4
(790) Pretoria,*,10.37,0.08-0.16,3
(792) Metcalfia,,9.17,0.62,3
(7930) 1987 VD,,long?,<0.1,1
(79360) 1997 CS29,,,<0.2,
(795) Fini,,8.641,0.05,2
(796) Sarita,,7.75,0.29,3
(7968) Elst-Pizarro,,3.471,0.33,3
(797) Montana,,4.55,0.32,3
(7977) 1977 QQ5,,7.457,0.57,3 N
(798) Ruth,,8.53,0.36,3
(7997) 1985 CN1,,,<0.2,P
(79983) 1999 DF9,*,6.65,0.4,2:00 AM
(8) Flora,,12.799,0.02-0.10,4
(80) Sappho,,14.03,0.1 -0.40,3
(800) Kressmannia,,4.464,0.2,3
(8013) Gordonmoore,,6,0.5,1
(8021) Walter,,12.1,0.08,1
(8034) Akka,,7.283,0.46,2:00 AM
(8037) 1993 HO1,,13.04,0.1,2 N
(804) Hispania,,14.845,0.19-0.24,3
(8041) Masumoto,,14.1,0.3,2
(807) Ceraskia,,7.4,0.25,2
(808) Merxia,,30.631,0.7,3
(80806) 2000 CM105,*,,<0.14,
(809) Lundia,*,15.4,0.35,2 B
(81) Terpsichore,,11.02,0.1,2
(810) Atossa,*,4.385,0.55,3
(811) Nauheima,,5.58,0.2,3
(812) Adele,,5.859,0.69,3
(813) Baumeia,,7.44,0.02,1
(814) Tauris,,35.8,0.2,2
(815) Coppelia,,4.421,0.17,3
(816) Juliana,*,10.58,0.52,3
(817) Annika,,10.56,0.27,3
(8176) 1991 WA,,7.111,0.99,2 N
(818) Kapteynia,,16.35,0.12,2
(8180) 1992 PY2,*,13.017,0.24,2
(8189) Naruke,,8.91,0.36,2
(82) Alkmene,,12.999,0.40-0.54,3
(8201) 1994 AH2,,23.949,>0.27,2
(82075) 2000 YW134,*,,<0.1,1
(8213) 1995 FE,*,2.911,0.39,3 N
(82155) 2001 FZ173,,,<0.06,
(82158) 2001 FP185,*,,<0.06,1
(822) Lalage,,3.345,0.47,3
(823) Sisigambis,,>12.,>0.2,1
(825) Tanina,,6.746,0.48,3
(8252) 1981 EY14,,14.15,0.14,2
(8253) 1981 EU15,,3.9,0.15,1
(829) Academia,*,7.891,0.44,2
(83) Beatrix,,10.16,0.18-0.27,4
(832) Karin,*,18.35,0.32-0.56,3
(8373) Stephengould,,4.435,0.24,2
(838) Seraphina,*,15.67,0.07-0.30,2
(839) Valborg,*,10.366,0.14,3 3
(8395) Rembaut,,,,P
